refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_developmental_stage	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_processor_id	refinebio_processor_name	refinebio_processor_version	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR1415426	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_7	
ERR1415427	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_8	
ERR1415428	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_9	
ERR1415429	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_10	
ERR1415430	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_11	
ERR1415431	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_12	
ERR1415432	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_1	
ERR1415433	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_2	
ERR1415434	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_3	
ERR1415435	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_4	
ERR1415436	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_5	
ERR1415437	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_6	
ERR1415438	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_7	
ERR1415439	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_8	
ERR1415440	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_9	
ERR1415441	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_10	
ERR1415442	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_11	
ERR1415443	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_phenotypic_12	
ERR1415444	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_1	
ERR1415445	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_2	
ERR1415446	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_3	
ERR1415447	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_4	
ERR1415448	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_5	
ERR1415449	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_6	
ERR1415450	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_7	
ERR1415451	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_8	
ERR1415452	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_9	
ERR1415453	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_10	
ERR1415454	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_11	
ERR1415455	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_214_1_non_phenotypic_12	
ERR1540892	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_1	
ERR1540893	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_2	
ERR1540894	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_3	
ERR1540895	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_4	
ERR1540896	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_5	
ERR1540897	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_6	
ERR1540898	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_7	
ERR1540899	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_8	
ERR1540900	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_9	
ERR1540901	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_10	
ERR1540902	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_11	
ERR1540903	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_12	
ERR1540904	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_13	
ERR1540905	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_14	
ERR1540906	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_15	
ERR1540907	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_16	
ERR1540908	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_17	
ERR1540909	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_18	
ERR1540910	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_19	
ERR1540911	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_20	
ERR1540912	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_21	
ERR1540913	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_22	
ERR1540914	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_23	
ERR1540915	ERP009868								DANIO_RERIO	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True	311	Tximport	v1.22.12-hotfix				SRA				ZMP_phenotype_197_1_24	
ERR963115	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963116	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963117	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963118	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963119	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963120	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963121	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963122	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963123	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963124	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963125	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963126	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963127	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963128	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963129	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963130	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963131	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963132	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963133	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963134	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963135	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963136	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963137	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963138	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963139	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963140	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963141	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963142	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963143	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963144	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963145	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963146	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963147	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963148	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963149	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963150	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963151	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963152	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963153	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963154	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963155	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963156	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963157	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963158	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963159	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963160	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963161	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR963162	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999188	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999189	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999190	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999191	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999192	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999193	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999194	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999195	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999196	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999197	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999198	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999199	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999200	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999201	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999202	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999203	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999204	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999205	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999206	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999207	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999208	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999209	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999210	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999211	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999212	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999213	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999214	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999215	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999216	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999217	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999218	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999219	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999220	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999221	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999222	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999223	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999224	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999225	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999226	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999227	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999228	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999229	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999230	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999231	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999232	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999233	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999234	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999235	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999236	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999237	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999238	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999239	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999240	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
ERR999241	ERP009868								DANIO_RERIO	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True	311	Tximport	v1.22.12-hotfix				SRA				Danio rerio	
