Gene	Log2 Fold Change	p-value
magi1b	1.2963967272047305	2.0293378796087385e-06
ap3m2	1.5552317004460676	2.0298927669266626e-06
hnrpkl	1.2801522971750363	2.0345629036932513e-06
unc5ca	1.4367708912683597	2.035436759620522e-06
hykk.2	1.1505691978293822	2.03730617546774e-06
btbd17b	2.2708359875568087	2.037586546474248e-06
pitpnm3	1.279177490484525	2.0442835152059485e-06
fcer1gl	1.4331770034331752	2.045680774020198e-06
ENSDARG00000097883	1.0475426841119568	2.0477752202822924e-06
ENSDARG00000117126	2.495999194172768	2.048903467233312e-06
dnm1b	1.882739626641701	2.0521148119239756e-06
rph3ab	1.340618268696867	2.0585895407589308e-06
tmem115	1.132284086543323	2.0590047662800306e-06
lum	1.4828693752101991	2.0603519852522777e-06
rgs4	0.9622102037692024	2.0615961536725922e-06
slc12a7a	1.1703513007133173	2.0684758992230883e-06
acap1	1.3573466036701947	2.0722764605431813e-06
lamtor2	1.41502025512451	2.072541699380642e-06
maptb	1.3612788748397777	2.0824267728716446e-06
chrnb2	1.0770206437058092	2.082887951535477e-06
smoc1	1.8648507243612888	2.0836763310744655e-06
zgc:114200	0.9167372417224946	2.0844334252104135e-06
ENSDARG00000100463	-inf	2.085346653627529e-06
decr1	1.4797706991918553	2.0859106707006607e-06
si:ch211-102c2.4	2.271643562122512	2.088592304058423e-06
klhl8	0.8388479348103873	2.0899081859244543e-06
ubac1	1.4711998948468943	2.0926073522394186e-06
smim29	0.9778932008221561	2.0949259978026825e-06
si:ch73-352p18.4	1.2195703137604217	2.096386992336955e-06
aldoab	1.5165328885561986	2.0967974128904704e-06
ppp1r35	1.05781507791458	2.099340829068812e-06
ppm1h	1.7267348576769252	2.1014667110827655e-06
ENSDARG00000099081	2.378129584257798	2.101994861683219e-06
ENSDARG00000096853	1.3985219021016855	2.1024852744380888e-06
blk	1.4944662124852015	2.103767782251553e-06
vps28	1.1626835902881194	2.1064820298398734e-06
tuba2	1.3896356853215301	2.108309356980395e-06
hmx4	1.3435501829578	2.1104943999739774e-06
uba7	1.3567938919185876	2.1119189298881767e-06
slitrk2	1.2536922570838218	2.1146182652588182e-06
zgc:194392	0.8298496134057919	2.1150187490249644e-06
ENSDARG00000097536	1.3157724445162797	2.1165478863497203e-06
pimr49	-inf	2.1233492004875854e-06
ENSDARG00000095826	0.971687170690251	2.1262820157520733e-06
si:dkey-85k7.12	1.33850607075839	2.127288364118088e-06
hspa8	1.2154866814190195	2.129088909331093e-06
ENSDARG00000098878	1.0905511494262745	2.1294646796419294e-06
bbs5	1.4725422536792674	2.133942607792979e-06
srsf1b	1.1132329162809875	2.1353950425421828e-06
psme4b	1.3404220485328044	2.1423905014407652e-06
ENSDARG00000100632	1.1904200763515278	2.1515704064034285e-06
LOC572200	1.157369474721292	2.153121897532729e-06
ENSDARG00000115547	1.1150303495248106	2.1548939712334327e-06
PCP4	2.1001359345743795	2.1552790551801388e-06
ENSDARG00000104873	-inf	2.1587811468965242e-06
coq3	1.581609363812755	2.1596134798034517e-06
ENSDARG00000117462	1.4207664834375735	2.1596781147581587e-06
scaf11	0.8447642731748658	2.1660190536567314e-06
hpcal1	1.6838905181740718	2.1761925624833275e-06
samd7	1.6206206680377535	2.176833055859676e-06
ENSDARG00000055831	1.0480624352384873	2.1807595739076036e-06
slc8a3	1.2836111913446533	2.181129969507613e-06
ENSDARG00000092172	1.151025184071177	2.187503118232901e-06
ENSDARG00000092808	1.813992054693428	2.1888367648922332e-06
ENSDARG00000068650	1.0751796506823477	2.1889012420948935e-06
cpt1ab	0.8611628857594343	2.1958263754106846e-06
ap2b1	1.2312037671179286	2.1992966502475155e-06
ano8b	1.5677136361983095	2.2010472528329964e-06
aacs	1.0393529993973643	2.2037374690617394e-06
adcy1a	1.0432728266274756	2.2051717978229088e-06
aclyb	1.2374950273770837	2.208148424673269e-06
ENSDARG00000115208	1.311316916057598	2.208213380098552e-06
dnah5l	1.143777877042791	2.2121809024222465e-06
nfixb	1.7070170931571704	2.214665186311496e-06
atf4b	1.3479202079991872	2.2206199288861373e-06
sirt2	1.280811422704546	2.2237136608369884e-06
erap2	1.6654317627185444	2.224114114678209e-06
zgc:110626	-0.6477501127798854	2.224284626510402e-06
cfbl	1.8356221783649032	2.225184946062295e-06
ppp1r14d	1.0028416781462635	2.236801590771469e-06
dhrsx	1.2635197954780901	2.2436083169049273e-06
ttyh2	1.5484801649306283	2.2438138062759014e-06
dap3	1.3395906441024517	2.2453616617007485e-06
tsg101b	1.1109765275444325	2.2462297498708392e-06
agmo	0.5395290459649489	2.247578904316908e-06
LOC567149	1.9460336188078495	2.2484938857002844e-06
LOC101886298	1.6191877765105662	2.2493769188306856e-06
ENSDARG00000087165	0.7533882657234761	2.254942984653246e-06
rftn2	1.3404145463020745	2.2558180512276816e-06
ENSDARG00000117685	1.183061460931295	2.259086625059345e-06
blzf1	1.55974128550472	2.265208275875037e-06
si:ch211-262i1.2	1.7159598729191814	2.2656247685628056e-06
slc24a2	0.4852523980869343	2.2659444749357795e-06
cyp3c4	0.998619312078807	2.2661778529629203e-06
si:dkey-20i20.2	1.3231608404452786	2.2667551756835465e-06
gstp1.2	1.5717002752826341	2.269077763008125e-06
six3a	1.4634995034379605	2.2728627680799433e-06
ccdc85cb	1.3951641024316679	2.2748153639124334e-06
ftr14l	-1.9727752955168842	2.279421429409613e-06
atg14	1.0469107739850256	2.281166890682456e-06
cntn1b	1.2311279121325258	2.2846330687696283e-06
atp5f1e	0.9652151824445284	2.293014246473995e-06
lmtk3	1.4172756641795947	2.300476734547789e-06
smn1	1.4509882541974146	2.3035312183749404e-06
sh2d3ca	1.8317853378621556	2.3060015610145343e-06
uba3	1.43415739172844	2.3062090932569046e-06
gja12.1	0.8777693284459466	2.308443030649067e-06
ENSDARG00000111227	2.41248078960785	2.312418885685569e-06
cbx8b	1.66342911653125	2.316612734040947e-06
ENSDARG00000117530	1.3973439163126948	2.318090439048236e-06
cdh13	0.6570805134752893	2.3201335463341024e-06
ptpn9b	1.4027474030323825	2.3208556530157684e-06
tubb6	1.6128139301605482	2.3275770566950098e-06
fam219aa	1.8533768575374454	2.3277552057841564e-06
camkvl	1.067102042770458	2.328122538158786e-06
palm3	1.48003964382218	2.3296071253163008e-06
peak1	1.106033272037209	2.332080026102145e-06
haus6	1.2113522008000897	2.3341032874848607e-06
ENSDARG00000013390	1.9663503060347036	2.3435224203244125e-06
grhl2b	0.6597752219934792	2.3444746416828436e-06
ENSDARG00000095081	1.5423036523669702	2.352158028548122e-06
clic2	1.2289849825631862	2.35263721470308e-06
vps13c	1.269495474437144	2.3537373198874707e-06
ENSDARG00000095533	0.8759874407181582	2.3545259022762994e-06
fmoda	1.8047744289635972	2.3568869720700547e-06
mvp	0.8962826285274027	2.3584519818781438e-06
gnb4b	0.9441891498674263	2.3589718824688273e-06
mepcea	1.0587924984258292	2.3596413823715504e-06
parp3	1.3581174232764874	2.3610877312086304e-06
cand2	1.101770885032295	2.3671126431120336e-06
foxn3	1.1613653835175026	2.367766657772856e-06
ppme1	1.4683095609321841	2.369650159767451e-06
si:ch211-201h21.5	1.0911013572963326	2.371088445464211e-06
ENSDARG00000095733	1.417749113954096	2.3715665826379954e-06
mrps11	1.3737093117096866	2.3735326089123688e-06
smox	1.059119947822754	2.373690221164411e-06
ENSDARG00000117245	1.174855737065569	2.3753929073656967e-06
odf2b	1.4904636882053957	2.3842463089769456e-06
ddah1	2.876022229874964	2.3846291458669735e-06
serpind1	1.260923792738301	2.38625406578206e-06
amer1	1.0989805986982548	2.388241743559023e-06
zgc:110843	1.6668531955747772	2.4000193511250804e-06
peli1b	1.3931063922191727	2.4028279789630965e-06
or6at1	1.167141584938647	2.4039119610202933e-06
got1	1.5907171662773623	2.404002931701008e-06
caspa	1.1069533685533166	2.404608941513952e-06
zfat	2.3467059754276614	2.4072421571001578e-06
ENSDARG00000117654	1.2770004056777118	2.4090936873089926e-06
irf7	1.1265044356741671	2.4133274947690198e-06
ENSDARG00000112586	-1.5872326498351264	2.4172411096609295e-06
pyroxd2	1.2181625189766796	2.4178294481216645e-06
cspp1	1.0296137378911046	2.421181575282525e-06
dpep1	1.1155268903623632	2.4217254302599194e-06
neurl1aa	0.8601262995672584	2.422811884601901e-06
cox5ba	1.28060824516094	2.423802234289358e-06
galnt3	1.901425774901764	2.4245783128715407e-06
myo9aa	1.1103972413190948	2.424579842715588e-06
si:ch211-189e2.3	-1.1697209855989044	2.4272490203658816e-06
nbeal1	1.4241568195792262	2.428401700628085e-06
eif1ad	0.7848302430788245	2.4303702315378555e-06
ehhadh	1.134436489325145	2.430935944572479e-06
cab39l1	0.7328963732375193	2.430963978368052e-06
crebzf	1.2569491812098792	2.4310332816956106e-06
and1	1.9660172103050555	2.432824130097925e-06
ENSDARG00000114350	1.9412918502930518	2.433072899040044e-06
dynlrb1	1.564717008164365	2.4340505091306574e-06
zgc:101130	1.229069153948763	2.4371385090604017e-06
fam149b1	1.6672577114179377	2.4404880759782377e-06
marcksl1b	1.770573961637634	2.4412658371616345e-06
mtmr9	1.334633694974917	2.44392008140087e-06
appa	0.9811936209388007	2.4440466319088427e-06
ankrd13b	1.9737588596091256	2.455662278034255e-06
gpr25	-inf	2.456534626982597e-06
trnH	1.5164093163672807	2.456714929054012e-06
raly	1.0482057475742086	2.456829748522487e-06
epas1a	1.1181228911160046	2.4587986890713014e-06
commd5	1.4338246946422015	2.4600981960368156e-06
fhdc1	1.3319610848467602	2.4637420639468804e-06
glod5	1.1550539904918347	2.467523528573808e-06
cib1	1.45346783992804	2.4678471473855698e-06
ythdf2	0.8940270399077241	2.4791182728721334e-06
itgbl1	1.2494856297563761	2.4809216461205703e-06
jakmip1	1.439684280381199	2.4923460915173574e-06
il20ra	1.0562317546317337	2.49372155773337e-06
camsap1a	1.440564334296653	2.4966157940342293e-06
slc27a2a	1.0837583121329304	2.5066240364709455e-06
si:dkey-78a14.4	2.257462630042915	2.5070557992688554e-06
mdkb	1.1987453005320008	2.5077433563063916e-06
cramp1	0.9309555989337082	2.5095515015786593e-06
ubxn2a	1.9566380178558247	2.5154226941809043e-06
si:dkey-190l8.2	1.3644879766849989	2.5182584838373534e-06
ppp2r2cb	1.325813320503278	2.522847434574536e-06
ENSDARG00000095177	1.7829578088649216	2.533336396360566e-06
ms4a17a.11	1.574289696564483	2.534719229611621e-06
eml3	1.081626580313113	2.5379194055181214e-06
amph	1.3293495194507292	2.5385381100411598e-06
mosmob	1.2080690496033517	2.5396343045862215e-06
etfa	1.2073804012353657	2.5418435544535935e-06
syap1	1.0241514592202732	2.5485686814595e-06
RNF14	1.5382060349257833	2.5518958773215797e-06
tp53rk	1.1177202926653753	2.554062865908842e-06
cyp2p6	0.7414312584165428	2.554122471100296e-06
chrne	1.323270131962296	2.5546623924608078e-06
rpl4	1.0331350007174958	2.5642208452844435e-06
gcgrb	1.838969754691964	2.568477260837706e-06
zgc:173720	1.3285604978698877	2.569400531884424e-06
casp6b.1	1.0688304881953392	2.569809321154326e-06
klhl22	1.057835251729821	2.569888433607615e-06
ENSDARG00000096759	2.078556057497921	2.571800588907504e-06
mtm1	1.2514030160257148	2.5721654535655504e-06
sumo2b	1.578533371731222	2.5729607745716185e-06
ENSDARG00000097864	-1.0399421895680336	2.57748242708691e-06
ftr82	0.97632682737432	2.5779426254243807e-06
aldoaa	1.091001035512748	2.5807843653670633e-06
c2cd5	0.8121708264649051	2.5844458649888806e-06
LOC571912	0.9166774591060511	2.587115748538025e-06
ENSDARG00000113139	1.307294033055543	2.587718112007895e-06
ENSDARG00000112024	1.0627948983242184	2.591245875436083e-06
hce2l2	1.3877605668558541	2.5917932166468527e-06
pomt1	1.3306854905145566	2.5934473178012847e-06
ENSDARG00000094378	2.151140388681923	2.59877244783342e-06
nfat5b	2.0388091975702967	2.6008903293679663e-06
si:cabz01066312.1	1.2619280572809826	2.6020130101905682e-06
pex26	1.19763855563679	2.6123086805630432e-06
cmtm7	1.5460415432800017	2.614104509268605e-06
si:dkey-6e2.2	0.6139157130856435	2.614221780376249e-06
fxyd11	0.888653417165908	2.614982439386815e-06
supt6h	1.3402263804556618	2.6152518712948752e-06
poldip2	1.215856215300952	2.6159829676890564e-06
ostn	1.2041458712453226	2.6169211011667944e-06
rpl23	0.9776917351742865	2.617888416143592e-06
her5	-1.4435590791834698	2.624994218533443e-06
exoc4	1.4233168091881885	2.6288351420995615e-06
ap5b1	1.2974071549125301	2.63171028266617e-06
slc30a10	0.6244909698603265	2.6318941402909783e-06
stk25a	1.6671596800843043	2.6343627808030925e-06
ENSDARG00000117818	1.281553592641344	2.6442913773492797e-06
zdhhc6	1.6431494408067213	2.644985018992047e-06
tm2d1	1.5756592344920817	2.6500151453150186e-06
LOC101886435	1.707483140494365	2.6502088064736147e-06
vars2	1.4288276657152645	2.651642530340812e-06
polr2ea	1.6773687870242422	2.6536815826148557e-06
azin1a	1.1602589529983702	2.654004056371283e-06
cldn11a	1.5815590855683743	2.660664233093804e-06
taf6	0.7339229363487803	2.664339785704483e-06
adamtsl5	1.422162421696859	2.6676929629332245e-06
zgc:153911	1.420928941132182	2.67311903098387e-06
lin9	1.2434899385341711	2.673379533841034e-06
zgc:154006	1.0110549097564736	2.6762186977816694e-06
ctnna2	1.7608237680396326	2.6776789748003936e-06
sall2	1.3984458325958427	2.6795922754744013e-06
scocb	1.1056784604627665	2.6900389378012497e-06
scrt1a	1.9580697929133108	2.6914880209062437e-06
hce2l1	1.0990491866157892	2.6979294702770132e-06
ltb4r2a	1.1295867867142815	2.6995103879384907e-06
myo7ab	1.1351342839819978	2.700391881743317e-06
lctlb	1.3196816034900463	2.702477202402289e-06
si:dkey-202l22.6	1.6574224044648396	2.708583854259343e-06
ENSDARG00000092307	1.5885844639513125	2.7088118780218097e-06
ENSDARG00000117451	1.0887453415768589	2.7099891616884572e-06
ypel5	1.1455258436491713	2.7109892777861875e-06
si:cabz01069022.1	0.9320660571647268	2.714520101123212e-06
trpc1	2.014443345696361	2.7211106208241432e-06
LOC108183927	-1.6289862030133422	2.7212625891390814e-06
col4a5	1.5991417424919703	2.7221265988437383e-06
tbcd	2.2474089349481803	2.7242521953687226e-06
ENSDARG00000097892	1.5805619315283164	2.7304514632969055e-06
rictora	1.1145376084060243	2.7432950843644423e-06
ENSDARG00000104600	1.0326662101830026	2.7439307721973133e-06
gabarapa	1.2372099231780416	2.746217234246027e-06
tmem205	1.5294335645527537	2.7481259292282524e-06
pou4f1	1.2754091285913767	2.7518363259045376e-06
ENSDARG00000088411	2.223123242282037	2.7571405343601695e-06
slc5a2	1.0445441118888388	2.760660335336914e-06
pmpcb	1.344649372868717	2.766838218803663e-06
zgc:171679	1.2425126550827499	2.775531332843946e-06
gna12a	1.2585539536398578	2.775707025776325e-06
tmprss4a	1.4643271118475623	2.778476057254373e-06
si:ch211-160j14.2	1.3713115369269853	2.7860474445019676e-06
cep44	1.227789372868644	2.7929098146687014e-06
sec14l8	0.7687900942528495	2.794069375799262e-06
coro2ba	1.0015807840218927	2.7978195488483788e-06
nmnat3	1.687434030017652	2.804063549131223e-06
ENSDARG00000093084	-inf	2.8070514142674895e-06
dapk2a	0.753196551847564	2.8138207181599952e-06
aspn	0.9939075016371433	2.8144555955567055e-06
spata22	0.9433473624432581	2.8189070401280417e-06
atrn	1.617028654120028	2.821853537227358e-06
oscp1b	1.198290394325624	2.8220224866729476e-06
si:ch211-191a24.4	1.3923487639866945	2.822109336853946e-06
ccser1	2.324426753738902	2.822834413969387e-06
sod1	0.6320908547722873	2.8374334938952134e-06
ENSDARG00000093873	2.7774076666736254	2.843960315608323e-06
slc5a9	1.5340552953890443	2.845592780098804e-06
ENSDARG00000092334	0.9662505963365945	2.845851707410973e-06
grk6	1.6040927540457937	2.846269671016679e-06
znf513a	1.5001923889370896	2.8486013200995944e-06
ENSDARG00000097495	1.545542318225288	2.8555582620241106e-06
ENSDARG00000117380	-1.6311469593847727	2.8563521809851205e-06
adamtsl2	1.088938896813027	2.8694386415938204e-06
ENSDARG00000117314	1.3502883855454955	2.8729014823527445e-06
ENSDARG00000117726	1.104112333389855	2.8778951520006435e-06
scaf8	1.0034729923015682	2.8784029272479723e-06
enoph1	1.2683897105152304	2.8801307437341412e-06
enah	1.2668498449413192	2.8804884846176017e-06
ENSDARG00000116723	1.4598562113584206	2.8806937296357116e-06
ogt.2	1.1633892826835013	2.8906321786906816e-06
icn	1.3349257934320822	2.893633007750628e-06
tusc3	1.576027733748281	2.8949759244131756e-06
ENSDARG00000097694	1.6021306510724707	2.8999579612446473e-06
ENSDARG00000089435	2.4799625563672776	2.9020901975779357e-06
cpeb4b	1.2036082813384483	2.904894616788367e-06
ucmaa	1.5135437424704266	2.9087626814542583e-06
dock5	1.2194730967504572	2.9092321591745666e-06
ormdl2	1.0063050475739097	2.9119415481797747e-06
gig2e	1.1584342258626628	2.911970536501071e-06
pbld	1.6556159831448454	2.9134537555930118e-06
pak2b	2.407773228684238	2.917373363217885e-06
th	1.8117401868435368	2.9176388204613446e-06
cdc42ep4b	1.367140685731507	2.922019235158651e-06
mapkbp1	1.2209975248387834	2.924239365932674e-06
map3k7cl	1.0837819638302082	2.931602304045092e-06
zgc:173624	1.2548960495516666	2.933341493708873e-06
dusp3b	1.7549309278492553	2.9378432878028895e-06
ENSDARG00000058546	-1.3878048371239258	2.943058587140602e-06
socs7	1.1786730428007095	2.9449086670196966e-06
si:dkey-81h8.1	1.0287002729372068	2.9520607787259186e-06
tbc1d9	1.8280503308629865	2.956209197948528e-06
si:ch211-225b10.3	0.9837652406063484	2.9576769476749345e-06
glceb	1.111487071308007	2.95822490444499e-06
parga	1.394460349913884	2.959462919783292e-06
rida	1.1103282119405693	2.9596220948091226e-06
prr35	1.9157374567903327	2.960191116743585e-06
carmil2	1.130212143611257	2.9613091535934236e-06
ENSDARG00000099937	1.0883839281774739	2.961471782357879e-06
atp1a3b	0.8349451043300942	2.965030880889638e-06
iba57	1.4015316838545573	2.9655048387546875e-06
ncoa2	1.1041664623437342	2.9655369590207863e-06
zgc:113294	1.8353141329098797	2.965559337256717e-06
prss23	1.1269634895194107	2.9729235179948737e-06
cacna2d3	1.447566961340711	2.972984040136201e-06
hip1rb	1.2207174862535493	2.981695071068686e-06
prex2	1.1337314586715688	2.9834714286446992e-06
cox5b2	0.7291770536898682	2.9855740166868874e-06
hao2	1.5697750508990205	2.9903537095241706e-06
cct7	1.497916511762614	2.9918425807276447e-06
strada	1.6682444238664178	2.9942963729416087e-06
ENSDARG00000112884	1.213102748904283	2.9974022948564434e-06
ENSDARG00000100939	0.9543651368705353	3.0021843519542537e-06
ENSDARG00000097341	0.9557112667112665	3.0025262776062617e-06
ark2ca	1.759366047863428	3.0030070902982534e-06
cldnj	1.6792150503182173	3.0042292947521535e-06
ENSDARG00000097042	1.756186072075789	3.0064671278067987e-06
enpep	0.7838191005902891	3.007062923566889e-06
plekhs1.3	1.1344692713758306	3.0079924508337567e-06
gfod2	1.0925129019681288	3.0097147413445393e-06
higd2a	1.1086383100609092	3.0133394199898257e-06
ano10a	1.3952802459696008	3.0142217892952075e-06
slc7a2	0.78277814766204	3.014420770763522e-06
loxhd1b	0.7560092769152059	3.014912212591729e-06
ess2	0.8367082948266379	3.0151804466179867e-06
sft2d1	1.4511702021963573	3.0163060322815526e-06
KIRREL3	2.3510047131686727	3.0172635078653545e-06
stk11	1.253443061148151	3.019062739122611e-06
znf365	1.8406571027406666	3.022931456109232e-06
cbln17	1.2211674478750205	3.0298979829702933e-06
rnf170	1.0477889207579303	3.03655007319356e-06
rpz4	1.5502821550550514	3.0377065733624773e-06
ENSDARG00000117325	1.2651498001377213	3.039817235420627e-06
kif13bb	1.4647751257936843	3.0521280236987536e-06
grna.2	1.2527768130209664	3.0538315849506036e-06
ENSDARG00000093232	1.2761685741142892	3.0574727553427586e-06
nppcl	1.9871634473041868	3.058442038974502e-06
kirrel1a	1.3079789960129513	3.0585919305642162e-06
ENSDARG00000101304	1.241655470979077	3.0591122674442355e-06
frmd4bb	1.666079159077661	3.0616798743172955e-06
hsp90ab1	1.2559727755698562	3.0639768208878985e-06
olfcq15	1.274842781866253	3.0657088649294913e-06
si:dkey-34d22.1	1.1942172150478816	3.0727884421230606e-06
ENSDARG00000002797	1.1366919257043404	3.0742247349442307e-06
nmd3	1.3455628442901242	3.0755791145174123e-06
zgc:194312	1.3198325838632703	3.0767554793803753e-06
c1qtnf7	1.605363081846633	3.0822454304464373e-06
synprb	1.3753114961213313	3.0851201191243107e-06
tnnc1a	1.4238579288651847	3.086241019185812e-06
map3k10	1.819287180201795	3.096482231324613e-06
atg12	1.5063803832769953	3.0981667075102216e-06
chic2	1.2004704419994965	3.1054145639692377e-06
tmem119b	1.8859163850086744	3.108097061125701e-06
pcsk7	1.0259740880255332	3.108239142520589e-06
tmem110l	1.3750014096520236	3.108481100192803e-06
elovl4a	1.907355235638602	3.1106828184593793e-06
neu3.2	0.9650101253852817	3.111007020095813e-06
mest	1.5639811827142251	3.1140462426759784e-06
scp2b	0.814279025120858	3.1156382951978474e-06
aqp1a.1	1.557143038843913	3.118551444580256e-06
ucp2	1.0882667840338238	3.1236254600019436e-06
tspan33b	1.6645371619960412	3.126931310578256e-06
ENSDARG00000097392	1.5563237134065366	3.1302314153307395e-06
atp2a1	1.314594172390904	3.1314157512995763e-06
hamp	0.7069967545105318	3.1319075090130986e-06
rwdd1	0.9670422507648047	3.1326801576643233e-06
ENSDARG00000075055	1.4343981297939594	3.1424395063835943e-06
gnai1	1.2496712566660486	3.1433192339967543e-06
esrra	1.3728853245522563	3.1475108690267305e-06
uimc1	1.4741982151065554	3.150316401687886e-06
mycbp2	1.468254605022588	3.1545133686446614e-06
ppp1r14aa	0.9146697011639193	3.155465235245303e-06
ENSDARG00000093805	-1.4072821863169358	3.158529823850386e-06
dlgap4b	1.5701418805708007	3.1667363316983065e-06
LOC100001665	1.3282180304045317	3.1672389404956546e-06
OTOP1	1.3615287037858281	3.168397547714187e-06
sult2st1	1.6500841764783258	3.1693537434426862e-06
ndnf	1.3126968441390972	3.169605667184128e-06
actr6	1.2253676116002237	3.1722160000890718e-06
cahz	1.6859649383588171	3.1739555648416934e-06
eif5a	0.9711665807329258	3.1785148261017464e-06
zdhhc18a	1.35063703501872	3.1787968097144983e-06
rpn2	1.3254301978831444	3.1805104073365745e-06
ENSDARG00000104154	2.022646912780724	3.187847548623439e-06
usp19	1.3563697140901885	3.189954501287801e-06
flii	1.2441799250195633	3.1923090595399723e-06
tnip1	1.2383825760012401	3.1933004749370207e-06
ik	1.0747637287853897	3.1941308775559502e-06
rpl13a	1.3262707998558607	3.198168031686953e-06
galnt11	1.0559165203942242	3.2021541665920358e-06
ENSDARG00000100270	1.5483584270645214	3.2058053791308187e-06
zgc:86896	1.1640962464373363	3.2087191975706e-06
LOC799265	1.2815284556960664	3.210723722173878e-06
mob4	1.557280647135466	3.212978522055763e-06
gphna	1.0154891799745558	3.2142768171546965e-06
unk	1.2647320170625846	3.2148965918929133e-06
jag2b	1.2454782458068636	3.2192957190669428e-06
oxnad1	1.5879773746338595	3.219573148317511e-06
cyp2ad6	2.2954213008197666	3.2314217331195473e-06
nfatc3b	2.0422132647362963	3.236071697295198e-06
slc10a3	0.6076048546883284	3.236079446997273e-06
pimr138	1.249891326609701	3.237165633555182e-06
cfp	1.0261299160967259	3.252956346677521e-06
gcnt4a	1.0933683678600332	3.253436458388689e-06
ubr3	1.0609133517410023	3.258579258138269e-06
rnaset2	0.96273041194629	3.2629661987772878e-06
SNORA36B	-inf	3.268148612964452e-06
ankrd11	1.25811301026931	3.2681808162200953e-06
snx20	1.6633736270719357	3.270159612461057e-06
nyap1	2.1693907180369862	3.2705858112808744e-06
pcdh1a6	1.1932258296303755	3.2723082292309775e-06
csf1a	1.7866065771465813	3.2759669518211207e-06
ENSDARG00000094030	1.1308891924864763	3.2762490196512092e-06
zgc:194990	0.6833482716167311	3.2777124127863127e-06
rnaseh1	1.1483267599347051	3.277781824339509e-06
dph7	1.7930037028867039	3.280807998137492e-06
si:dkey-81p22.11	1.250288309002068	3.283663561344282e-06
parp8	1.4061540819164158	3.2857949244453947e-06
hs3st3b1a	1.4873144947059513	3.2860865570366782e-06
selenot1b	1.6700591414901544	3.2865366477261527e-06
plxnb2a.2	2.0955001556348822	3.2874819885643033e-06
tyrp1b	1.7509833938789217	3.306498050723169e-06
taf11	1.022006219900723	3.3097013916922554e-06
dlx6a	1.6170149585424365	3.3109193982507008e-06
ENSDARG00000096998	1.4610420698633537	3.312315297134331e-06
ENSDARG00000117826	-0.8071594832365936	3.3131896572930014e-06
macc1	1.0951688435541678	3.3136623392872395e-06
abtb2a	1.086487316514286	3.31837366432327e-06
prkd2	0.8706597907569871	3.3184077321687086e-06
gab1	0.9453204009886231	3.3222187932041553e-06
itpk1b	1.210741147697132	3.3230692466003312e-06
ENSDARG00000117697	1.258837229586654	3.323734043011409e-06
pdap1b	0.7473077905288917	3.3277610192533195e-06
ogt.1	0.9181722202338451	3.330972384696175e-06
galnt13	0.9949166925683435	3.33117776781371e-06
ENSDARG00000099075	1.4014671215876118	3.3321316125709495e-06
rnf111	1.2894446840726688	3.3329332878327037e-06
ENSDARG00000115843	1.4237054935928384	3.335554209247086e-06
mpdu1a	1.0090272491587595	3.3370533288018114e-06
znf362a	1.2195827340236678	3.3398056992656785e-06
ENSDARG00000097985	1.6528932986493774	3.344683408179322e-06
invs	0.9783810493372204	3.3495772567619173e-06
ttc32	1.8298428618020341	3.3498270336042223e-06
lnx2a	1.2300815248848076	3.352295911856104e-06
opn5	1.9284777918119456	3.3530938170507144e-06
snx1a	1.249417253293761	3.356224940341072e-06
plekha7b	1.1046107287109692	3.3597562971269433e-06
mafk	1.2345130810809026	3.3598495161873997e-06
si:ch73-144l3.1	0.9270560623988429	3.360771893546187e-06
ripk3	0.9013725275555079	3.3616969127604896e-06
runx3	1.2253419417723443	3.366326834297369e-06
si:dkey-23a13.8	-2.1399778852008002	3.369861297668915e-06
ENSDARG00000117240	1.2156500906623422	3.3712305853909577e-06
ENSDARG00000117780	1.5536311831941194	3.3738469601408945e-06
ppp1r12a	1.2021973010914064	3.3773130944858485e-06
zgc:158445	1.451717158814889	3.379106222355856e-06
ugt1b7	1.2463025759442945	3.3868283879416072e-06
smc5	1.1398846375017393	3.3870100537556536e-06
mppe1	1.1732921675789105	3.3905320549056476e-06
dock7	1.5678817433721244	3.391391590746852e-06
p2rx4a	1.0559241898743812	3.3933794639156224e-06
ube2g2	1.4401808907187303	3.408062876673417e-06
penkb	1.1750725414117036	3.4110717802100633e-06
ahrra	1.0658245839406277	3.4149926945986345e-06
adh5	1.3656181132384926	3.415111036828754e-06
fggy	0.5899923807686698	3.4247564839090176e-06
si:ch1073-429i10.1	2.396553981004312	3.4266824623158237e-06
arf2a	1.536204949850106	3.4267269716938274e-06
cox18	1.2306210139280658	3.426950478121067e-06
lsm14aa	1.2085554451019067	3.428422743191721e-06
zmynd11	0.9751011728803524	3.4321752013225252e-06
rabl2	1.4203522737972079	3.433197257044813e-06
qtrt2	1.0112053472505544	3.43483747387837e-06
tafa3b	1.404619770551915	3.4404830179387866e-06
hist2h2l	1.0973531660177942	3.4414372265460283e-06
fscn1b	0.9345646610391894	3.442820761745013e-06
RPRD1A	1.5800433930010354	3.446448112644365e-06
vps35l	1.3636689835792994	3.4479603065923903e-06
si:ch211-214j24.14	1.5596315113798602	3.455810382393558e-06
sf3b6	1.3696768615446235	3.460592263953081e-06
nkiras1	1.6987164567823059	3.4622419979840726e-06
ENSDARG00000109581	2.4298311354819444	3.466681785919889e-06
ttc33	1.065005841371928	3.467138676278384e-06
tnxba	1.4760939597867802	3.468197452371767e-06
