Gene,Log2 Fold Change,p-value
slc45a4b,1.0057893325952418,1.3854559809367182e-05
ENSDARG00000094460,2.00290500135531,1.3869197888031808e-05
hsd17b12b,1.3833106602256038,1.3890255454487397e-05
si:ch211-213o11.11,2.335405201533713,1.3892883419123356e-05
apoob,1.3004367323124035,1.3894734617149827e-05
gal,1.1687440699673075,1.3906476803676367e-05
tmem107,1.2046483129488068,1.391874624822396e-05
sostdc1a,1.3740100563616953,1.3936436168257162e-05
si:ch211-225p5.8,0.9000844055854335,1.3937963295614448e-05
ndufs8a,1.307698122053587,1.39521745761869e-05
il12bb,1.6565308654467732,1.395517155537827e-05
DLG4,1.4803781968848388,1.3972658681437433e-05
si:dkey-83f18.5,1.842339244394361,1.3979718996890757e-05
ocrl,1.083855410056402,1.3990247738315998e-05
ccdc187,1.262732030632736,1.399608516255657e-05
kifap3b,1.2945790968446358,1.403880612625812e-05
nppc,1.134895129246572,1.404316347324371e-05
znf423,-0.6193683105531618,1.4048876270810394e-05
xkr7b,0.8985860990684019,1.407547675750264e-05
rtknb,1.2136796672908758,1.407655383599376e-05
pear1,0.971720293105014,1.407815379946596e-05
arl4aa,1.193151054634139,1.4081532022545444e-05
cers6,1.178464902697498,1.4098553079421586e-05
ENSDARG00000101371,1.3627160491225117,1.4101807684907662e-05
zgc:152938,1.2071435698855837,1.4108551855491967e-05
si:ch73-252i11.1,-1.053069919069708,1.4157671748326091e-05
otud4,0.9822539956988212,1.4195231449255996e-05
tsc2,0.6768915102270499,1.4196902375706992e-05
ENSDARG00000098389,0.926142271922788,1.4199194931157285e-05
lrp10,1.267221929630956,1.4212141101099143e-05
psma1,1.0269760301576605,1.4217789046998165e-05
hoxa4a,1.449618021072023,1.4222257939604694e-05
runx1t1,1.35245403581182,1.42272987368826e-05
ak5l,1.167497819998779,1.4230263459849891e-05
ppt2b,1.2278273041518306,1.4244527922849251e-05
prcp,1.4738380529354806,1.4253414018013246e-05
znf385a,1.2480809658101386,1.4254194932696496e-05
slc9a5,1.398055074923367,1.4255775615069829e-05
chic1,1.0367182546697111,1.4258578289731324e-05
kctd14,1.0662178745526023,1.427007893539078e-05
spred2a,1.0390239684179852,1.4287496178861812e-05
flad1,0.9895673669401516,1.4314120516762243e-05
rbp5,1.7756807904272305,1.4324860260134622e-05
lrch1,1.290161823812107,1.4338138757766029e-05
gjc4a.2,1.0182905246800604,1.4338276303254255e-05
mto1,1.933752585781544,1.4351011758535869e-05
ENSDARG00000104812,-inf,1.4355162319377668e-05
znf1015,0.8670664831953364,1.4358449232602585e-05
ENSDARG00000114317,-1.6014375471989648,1.43605235864793e-05
LOC100330316,1.6013130827294002,1.4390289145797032e-05
clpxb,0.65439147180192,1.439697008845129e-05
ssh1a,1.6357473228277322,1.4401244522349802e-05
gng3,1.458934670813447,1.4420217271620924e-05
rnf38,1.401996346564046,1.4431715999395344e-05
sstr3,1.8579388750433752,1.4450466236698958e-05
hdhd2,1.016951886216105,1.4452046213610402e-05
rapgef5a,0.9792312861742752,1.4453985303426836e-05
ggctb,0.6862090763341192,1.4461619835160994e-05
crfb16,0.9721216621472668,1.4464613260459984e-05
dennd2c,2.9250189683688457,1.4481943029305563e-05
p2rx4b,0.7125888576407025,1.450717118526898e-05
mpdu1b,1.359093385694191,1.4520673237103324e-05
si:ch211-150o23.3,2.423568963715348,1.4521561980168547e-05
ENSDARG00000060655,0.8906043947957348,1.4522802979032922e-05
psmc3,1.464082524712809,1.4547328653104734e-05
LOC792443,0.8288447443545405,1.456703976251034e-05
ctdp1,0.8032516764220077,1.4571499032976985e-05
rbp2b,1.341230051124385,1.457319435072642e-05
lin54,1.0159737714801171,1.4580030701284332e-05
pgpep1l,0.7614272428160672,1.4597510197838808e-05
ENSDARG00000117329,1.0954397984498634,1.4599640876635276e-05
lrp5,1.0943068685930133,1.4602928077641768e-05
ddit4,1.251199256245815,1.460852583940406e-05
si:ch211-181d7.2,0.9277322956311416,1.4618827573009083e-05
nkx2.3,1.6957169590112195,1.4624731892478642e-05
si:dkeyp-11e3.1,1.179656798045048,1.4628554727249842e-05
fign,0.8620816191906281,1.465554175799482e-05
golph3a,1.0489654770914418,1.4671466975935187e-05
crb3a,0.8585691042931138,1.4697691409279434e-05
ENSDARG00000117471,1.2307288127019154,1.4716629193009967e-05
apba1a,1.2096385756929144,1.474082414863748e-05
gprc5bb,1.677081474373635,1.4748358547389183e-05
aldh4a1,0.6389960790465117,1.4818925590959735e-05
tnfrsf19,1.260501597667623,1.4820556704431423e-05
crtc3,1.714372494579368,1.4828025597025152e-05
ttbk2b,1.3722672349809009,1.4847376798192464e-05
arhgef15a,0.9701008460526872,1.4861003562775275e-05
ehbp1l1b,0.7827841184811444,1.486665264392027e-05
celf3a,1.68915664593758,1.4866841762277584e-05
btbd3b,2.004907013294055,1.4872314882586838e-05
acsl1a,0.9884354488014618,1.487619618376972e-05
ces2b,2.4438525816954715,1.490241290233974e-05
tm2d3,1.0340183358485622,1.4907875347673193e-05
seh1l,1.122521952204424,1.4914510533398383e-05
hoxc8a,1.4417392319728757,1.4929125975536876e-05
ankrd6b,1.195915320505753,1.49418253661041e-05
jupa,1.4042643226281164,1.501219139747864e-05
plpp7a,0.9860344060248,1.5027082467892633e-05
tmem108,1.8250736185008103,1.5028009533169356e-05
naa50,0.9825473180403368,1.50469575319478e-05
fem1b,1.0526770041064968,1.505080398207782e-05
sox4a,1.426317301879246,1.5050901204877091e-05
kdelr3,0.9787007086957484,1.5052582136985527e-05
trnG,0.855055831601882,1.505329335021172e-05
tmem72,1.60248199635861,1.5053751335690549e-05
ganc,1.0337022817413293,1.5060080472666984e-05
mrps10,1.0215276395204622,1.5074311986472408e-05
bicral,1.2560795391081472,1.5080725520175287e-05
ENSDARG00000096262,1.1055038061444915,1.512258837425056e-05
LOC100535691,1.3370184086574952,1.5125751435017244e-05
ovch1,1.4590546823742734,1.512762135617726e-05
si:ch211-195b11.3,1.942922524283611,1.5127959737569403e-05
mybpc3,1.1176597382962663,1.5128773633345436e-05
si:ch211-240l19.6,0.6782625030229155,1.5132308198985532e-05
ddx4,0.5858249544688792,1.5140143105556404e-05
col15a1b,1.2123015696916644,1.518271975465392e-05
inab,1.3822972387528702,1.5241275458485117e-05
ppp2r3b,1.1871523838153133,1.5242069917670722e-05
ENSDARG00000103130,0.7751368815568568,1.5246253031261352e-05
mir214a,2.0063360918998883,1.5253886854187358e-05
pde4dip,0.8553849845072221,1.5273627013390608e-05
zgc:114041,1.5956258505313912,1.5275467260248416e-05
plpp6,-0.9108775449266708,1.5278031830576357e-05
mapk12a,1.4953111921299018,1.5286678668350317e-05
lrif1,1.4757584597190088,1.529900028979775e-05
zic5,1.005988195065058,1.5331945141446084e-05
si:dkey-24l11.2,0.990561337132102,1.5347119609989438e-05
ywhabb,1.703399617665891,1.5351686877220143e-05
hepacam2,1.0336735440436582,1.535797043328544e-05
ftr86,1.1857895515041343,1.5362720588054452e-05
actr1b,1.3650624908692628,1.5367571138427883e-05
myom1b,1.0711677936737112,1.5407408914585708e-05
rabac1,0.9551831386136956,1.5418144308388932e-05
ENSDARG00000100041,0.7338799650221751,1.5438461446855943e-05
slc30a9,1.1070787039284704,1.547237535041985e-05
kcnc3b,1.7833193086453911,1.548282746727135e-05
LOC101885237,0.8758832536050722,1.5484479526452613e-05
ENSDARG00000111980,-1.653625711460438,1.55186330693503e-05
lrrc1,1.0547519425006309,1.552101239890278e-05
amdhd1,1.1135972144165336,1.5531074965028045e-05
abhd14b,0.8164883894247774,1.5542802439623617e-05
tspy,1.0269992522586646,1.5610425836336094e-05
vezf1a,1.3963651285233794,1.561483331537327e-05
cyth3b,1.560290680349573,1.5623884050056446e-05
nceh1b.1,0.8727670080297266,1.562443420878514e-05
ENSDARG00000116814,1.0514866133868055,1.5654047909460144e-05
si:dkey-177p2.6,0.7676980780133195,1.5660658305429692e-05
polr3glb,1.1480778309881186,1.568569368463531e-05
hprt1l,1.8483920144620896,1.5707613143879795e-05
snx22,1.063640117144258,1.5733290500199566e-05
top1b,0.7495472799398442,1.5758493916253495e-05
agfg1a,1.1021542255757997,1.577334671500466e-05
si:ch73-109d9.1,0.9927317555744232,1.5796178922236387e-05
dennd6aa,0.8287919533168153,1.5802739033151088e-05
LOC100150280,1.1396804339172604,1.5809418372870355e-05
traf1,1.4741781099810365,1.5813128864547596e-05
nuak1b,1.354237609623481,1.5838338869003343e-05
abhd6b,1.5155072144527706,1.5842496225141478e-05
LOC108185504,-0.6353299005787522,1.584359043993542e-05
stx5al,1.081351713327828,1.5849157953276994e-05
ABCA12,1.0225094750971022,1.5854252086124023e-05
prr15lb,1.2034607857011796,1.5854351245668982e-05
wfdc2,1.1444532512473218,1.585860131853765e-05
pappa2,0.943446999654455,1.5873527350258556e-05
ENSDARG00000117281,1.2211830182017125,1.594641675641896e-05
sgip1b,1.2433573562539617,1.5989743012600013e-05
laptm4a,1.002994671368297,1.5990379167869724e-05
gpbar1,1.0804265945706828,1.5999310705508902e-05
rev3l,0.8571614642665611,1.6013475359164026e-05
ENSDARG00000117759,0.8762345658786668,1.602064387343558e-05
pcdh1g29,1.7537572082540027,1.6037021596500676e-05
foxh1,-0.63353123283465,1.6042966735363663e-05
si:ch211-114l13.9,2.16454375724003,1.6044177322562762e-05
cxadr,1.0231997160629334,1.60486183760503e-05
gja5b,1.3255060767576878,1.605777571119488e-05
pyroxd1,1.0878762005924352,1.6065068112974963e-05
meis2b,1.487362839211026,1.6069554696650057e-05
pim3,1.0587690182083287,1.606993622785672e-05
myl13,1.2487803100596433,1.6107396391490192e-05
ENSDARG00000113576,2.0258772972634738,1.6126971572559606e-05
ENSDARG00000111621,1.919145997383905,1.6195506193238682e-05
zgc:153039,1.309572406496181,1.6212055470850505e-05
sap30l,1.0808697240150495,1.6241889798432688e-05
gjb3,1.7082705200005084,1.624984945255303e-05
casp17,1.078421944844738,1.6254199222822054e-05
rras,1.3543723204086096,1.6281397649868063e-05
pfn2b,1.3091574455772208,1.628212878773268e-05
flot1b,1.2276016594699166,1.6292488347250624e-05
col4a3,0.9512307874708404,1.6292529322684248e-05
pou2f2a,1.8773236755871627,1.6298533542935888e-05
rab18a,0.929357831614646,1.631605247007749e-05
gpr179,1.740954976168391,1.633668548886937e-05
wu:fc31d10,1.2736304507341187,1.6350576951817452e-05
arpc1b,1.3096451827668338,1.635260099735382e-05
prkcea,0.6738193023149759,1.6360371841801127e-05
ENSDARG00000099418,1.1764038148825322,1.6377891264409673e-05
enc1,0.9544961425194868,1.6380485085038312e-05
grem2b,1.9485285970793176,1.6389936432342983e-05
nhej1,1.6553368331911822,1.640122340060251e-05
crlf1a,1.1072032128911533,1.6405065636905477e-05
trdn,1.1360094936952243,1.644117282880404e-05
sft2d2b,0.787654755938576,1.6455703665593256e-05
ikbke,1.0902157804666486,1.6461106365761204e-05
si:dkey-192d15.2,1.489651191870578,1.6470360878940724e-05
riox2,0.9159705654800476,1.6488098187541053e-05
zdhhc14,1.6328930207780483,1.6531484158615266e-05
muc5.2,2.232053124408329,1.653755892773781e-05
pcdh1g31,1.4285735990250297,1.6540383716248745e-05
fbxl7,1.82527637398147,1.654942791877498e-05
dnajb4,1.026258732207362,1.655749426615337e-05
igsf10,1.2439374768834002,1.656710720326293e-05
becn1,1.0337021087084584,1.657921890617913e-05
ttc1,0.9009155281857943,1.6584157885718282e-05
slc10a7,1.0433938137137966,1.661209146610642e-05
si:dkey-121a11.3,0.9446505548971024,1.662885936088366e-05
epdr1,1.3489679843597149,1.6647855848465152e-05
fnbp1a,1.310699797823832,1.665790511650689e-05
itprid1,1.314515729879859,1.6667699045367342e-05
rad23b,1.0147009002366147,1.666963736268662e-05
abhd17b,1.0182899970244337,1.6729086564201078e-05
si:ch211-132b12.7,0.4432042695599695,1.67347573212405e-05
snphb,1.3595726824211147,1.674591934257441e-05
hephl1b,1.9504446854517965,1.676155266418964e-05
gspt1,1.3215120883140303,1.6771790712352845e-05
lemd1,1.4861532521075511,1.677900776478427e-05
tmem182a,1.8772182184775923,1.678965783977691e-05
etfb,1.0363653604909044,1.6810281665024556e-05
coro1cb,1.375122370549283,1.6833134922813512e-05
selenow2a,1.4766009765872905,1.6844931732050163e-05
fzd4,0.8376004881804732,1.6848932687482902e-05
psmb11b,1.0991770530729348,1.6855116971128635e-05
nipal4,0.7712298672251263,1.6878436161138632e-05
ENSDARG00000095479,1.04465054181391,1.689399655967158e-05
dctn3,1.390232919090869,1.693214213151048e-05
arfgef1,1.2341628988018103,1.6940457520067995e-05
bhlhe22,1.3594721614494834,1.6950936759595284e-05
LOC103910941,0.798949164712512,1.6967467758155165e-05
ENSDARG00000096417,1.2110426982598868,1.699777167796125e-05
eif2ak1,-1.2091971999529003,1.7020803359343238e-05
kalrna,0.9420922760367008,1.702759673658708e-05
tsc1b,1.5771722405443986,1.7034567115847586e-05
ptpdc1a,1.6012426557491053,1.704477536473768e-05
nptx2a,1.420873047264713,1.705356671988333e-05
nucb2a,1.2702869122747378,1.7061062195364982e-05
naa15b,1.1942255545420268,1.7063020584698865e-05
kdm5bb,1.4161357365368927,1.7064390231959063e-05
tkfc,0.8179433173105496,1.7064493681061896e-05
s1pr1,1.0312724693952506,1.7073547676929226e-05
si:ch73-208g10.1,1.0746080393676705,1.7082956134253562e-05
picalmb,1.4069594211644734,1.7088306368538083e-05
pcare1,0.8892490114162034,1.7110716969129378e-05
msrab,0.8614593300673952,1.7117502100341328e-05
zgc:113425,1.678804384232982,1.7127563555972203e-05
pleca,1.4399500386009056,1.7143656449292218e-05
galnt7,1.0302133008552372,1.714719369478601e-05
nicol1,0.8638543520902447,1.7163250051441733e-05
fryl,0.8180769541459801,1.716733596538575e-05
macrod1,1.4181276655231696,1.7197917308514705e-05
aup1,0.8726814245240246,1.7199563204748534e-05
golim4a,1.1540253346287244,1.720299092426705e-05
brsk2b,1.4274741131617166,1.7203356215233493e-05
mecp2,0.6894149649571862,1.7238893660160013e-05
pgls,1.842866072709488,1.7274076032635602e-05
ssrp1b,0.7477258766102237,1.7274347887293504e-05
calm3b,1.4110752149447057,1.728010744610069e-05
cep43,0.9807536977800928,1.7297089726469243e-05
rpl31,0.9136775332387238,1.7297965170710594e-05
myo5c,0.9061142639761328,1.7310104155593234e-05
zgc:153383,2.239738546302412,1.7318386460623085e-05
proca1,1.4904848742940442,1.7322800750161902e-05
kdm2ab,0.9633271213413764,1.7380528248984377e-05
stpg1,1.1719377186677788,1.7388781051513115e-05
rab5c,1.032351225220461,1.740266022313717e-05
ENSDARG00000117614,2.337908276245633,1.741315593793072e-05
loxl5b,0.891218104362936,1.7417090981733584e-05
si:ch211-27e6.1,0.9904156385141876,1.7514080203679342e-05
LOC100534815,1.7288958189531578,1.7516567149357713e-05
illr3,1.4974056595975564,1.7517318647746652e-05
micu1,1.2088197118702593,1.7529132019282402e-05
ftr67,0.8443021595803818,1.753481439443268e-05
mul2,1.2685301574477132,1.7555711123618074e-05
nr1h4,1.0988464289210091,1.756349957410979e-05
npepps,1.0302321899097993,1.7610531812590933e-05
mdka,1.4528444035332415,1.76247696481452e-05
tgfbi,1.6151573506579195,1.7650125184371426e-05
parvab,1.1788405016030417,1.765204828419234e-05
im:7152348,1.0822194751278913,1.7659459651478848e-05
trim33,1.558135843973931,1.7671953298233146e-05
cadm3,1.6148543025940336,1.7674231778349457e-05
zufsp,1.4474412202644855,1.7677372773355038e-05
asb12a,1.026118248300428,1.7692407999169832e-05
atp8b5b,2.445981852423889,1.769748872641592e-05
ccdc167,0.9866151899961594,1.770248919833913e-05
ENSDARG00000096424,-1.6670554770992216,1.77033256729946e-05
esyt1a,1.661844425110997,1.7708152733221382e-05
spcs2,1.467852508542409,1.772052517034614e-05
brms1la,1.2589468460390747,1.772184614362471e-05
arhgef25a,1.99504141996536,1.772630358623904e-05
zc3h18,1.3675155446706275,1.7756155198094567e-05
ankrd27,2.156088643902357,1.7773582349263146e-05
prpf4ba,1.0652494785147957,1.77916031294018e-05
kdm5c,1.2081107755090943,1.7805319834094986e-05
sft2d3,1.029621385108976,1.7806094643361286e-05
ddx23,0.9951832316893826,1.780745597631425e-05
or70a12,1.7630716415962695,1.7811968860287536e-05
tmem64,0.6449049164089553,1.782854001785445e-05
preb,1.0331127184048965,1.7832384404474677e-05
lipeb,1.3956549179531084,1.783329456926943e-05
efhd1,0.8314367423180761,1.78477071567965e-05
crybb1l3,1.691607077848905,1.7852560536729867e-05
ENSDARG00000086420,1.0821919152807693,1.786930350324591e-05
ENSDARG00000100563,1.1424275505756205,1.7916008545778417e-05
kiz,1.005078644417885,1.7952502404868935e-05
si:cabz01093077.1,1.3340911596763825,1.7954676619957723e-05
LOC100536464,1.3163798038310488,1.798822932561843e-05
ENSDARG00000098631,1.5554950541124366,1.8001963577510398e-05
slc35a5,1.3876634420851968,1.8013239990116015e-05
adss2,1.829574533247068,1.803875932525529e-05
usp36,0.661587590568265,1.803910273732313e-05
cers2b,-0.7221663505530234,1.8076985544871703e-05
hnrnpul1l,1.125301281832142,1.8079529631195947e-05
naga,1.0003309703333425,1.808148131980986e-05
antxr2a,0.7810826365462153,1.8107567854262e-05
sntb1,1.5075469067871237,1.811774047667679e-05
wnt4b,1.8388502785148848,1.812045742755478e-05
ENSDARG00000095494,2.498178950587073,1.8120844923857204e-05
paqr3a,1.3727818557803548,1.8135752181510848e-05
tango2,1.1466002065053054,1.814353339523801e-05
zgc:64106,0.7888721669233973,1.81530811746217e-05
jazf1a,1.2319053027395162,1.8155834721259105e-05
zbtb43,1.7480822084655574,1.8166790076164904e-05
mkrn4,0.9618908708025092,1.8209894327753538e-05
slc7a3a,0.7066496254344086,1.8210075529260597e-05
rimkla,1.1680956211181386,1.823435796917316e-05
LOC101884193,1.1401988048436131,1.8236063465673952e-05
trim46b,1.5537585200728237,1.824654767240112e-05
LOC108180198,-inf,1.83243056574761e-05
cdca4,1.2130259548569209,1.832607762389869e-05
ern1,1.0510623119563802,1.833884824829506e-05
sec23b,1.2056653374658453,1.8365756373181377e-05
pak1,1.0902355306888916,1.8376371443010107e-05
zgc:173552,-1.6796884948577768,1.8393061602908604e-05
rxrga,1.3163716331490758,1.841862469218505e-05
nsmaf,0.9131311153301518,1.8450636666501516e-05
mfsd2al2,1.3060576836125757,1.847102460182015e-05
nkain4,1.272957931091881,1.8477350070466108e-05
ENSDARG00000057107,1.651690794866322,1.847975613157549e-05
ENSDARG00000096540,1.393129286443986,1.84820290792119e-05
cplx4c,1.011280729959788,1.850735788358464e-05
ENSDARG00000117650,1.0924384724208904,1.8524521565701477e-05
ndufa10,1.133107982414213,1.85339646918054e-05
pla2g4cl1,1.512686212767287,1.8548386640132822e-05
LOC108190967,1.3920630020510416,1.856523068702405e-05
ace,0.4641405124761418,1.856934908771462e-05
perp,1.0749671921550934,1.8576465039995017e-05
sfmbt1,0.9855296431939724,1.858530593927394e-05
umodl1,2.382606990766781,1.8600696969301678e-05
znf576.1,1.5888318263657977,1.861861790126664e-05
asmtl,0.962215338221911,1.862749760406628e-05
trim35-1,1.1720237131572109,1.8632411252204888e-05
hmx1,1.4350141653746695,1.865075141690662e-05
lix1,2.6864864917819467,1.865430034104937e-05
irf8,1.6052462931663338,1.868200532983181e-05
ggact.1,1.205942071769034,1.86876111830002e-05
smpd1,0.8524061082866072,1.8736360271759997e-05
tmem200a,2.1080476926294844,1.874011987894749e-05
susd6,0.8610177325028917,1.875732314109324e-05
mntb,1.058183993433361,1.877129695093688e-05
slc12a8,1.2731340784109375,1.880881689193092e-05
znrf3,1.4091483962402491,1.884570947126441e-05
LOC100333265,1.5435981160145231,1.8860665490482805e-05
msl2b,1.6483853760366691,1.886822996225703e-05
ENSDARG00000105437,0.9521943327309432,1.889647084591975e-05
gria1b,0.975906954824288,1.89285908610453e-05
LOC108179794,1.9168192700539697,1.893003541091411e-05
pigc,1.4252276240769783,1.8932633069363788e-05
tmem9b,1.1298114483512531,1.8938431043084917e-05
hpn,0.7993644828781153,1.8946556296794706e-05
eef1db,0.8772349850647732,1.8959393484792915e-05
ENSDARG00000095260,-inf,1.896452018670912e-05
ifnphi1,1.551724568450678,1.8986807884256716e-05
add3a,0.9250123870348572,1.8996074239441908e-05
coa6,1.053761489545714,1.9007848633742264e-05
gtf2ird1,1.284720549686757,1.9015781437023627e-05
adcy9,1.4438856749834217,1.9025441849905573e-05
ENSDARG00000095840,1.0738147462432108,1.903152232128656e-05
ZNF236,1.0405385430677974,1.9079434514677163e-05
ND6,1.3988589560764444,1.9089056463807588e-05
hbbe1.2,2.623021533151072,1.909217784415633e-05
foxb1a,1.048858124185513,1.913558908131463e-05
si:dkey-30k22.10,-2.169841534169564,1.9145019947367228e-05
ENSDARG00000116099,-1.2480897784332168,1.916251730477715e-05
gtf3aa,1.151507371212545,1.92135515155358e-05
sema6cb,1.1821880205974258,1.9233245891283284e-05
zfand3,1.474275641038289,1.9258841029883727e-05
acad9,1.3627564658769111,1.9314768220621653e-05
si:ch211-266o15.1,1.0013399589990626,1.9350641002082782e-05
hist1h2a4,-1.6276624622031672,1.9353015665903317e-05
pbx3b,1.185512409379331,1.935376521463074e-05
rfng,1.136362470074844,1.935538501544011e-05
sh3gl2a,0.6581833342566913,1.935743141057432e-05
amotl2a,1.0220460674499123,1.9397647140503288e-05
ENSDARG00000063253,1.1404882504480889,1.9397811060431643e-05
def8,1.2545135048373668,1.940265437448042e-05
zgc:195282,1.2594497976379748,1.9437306621566693e-05
mrpl2,0.7843390235043309,1.9444751649881787e-05
rbms3,1.914459796856835,1.9464725035814147e-05
zgc:162964,1.0842271649145307,1.946817068531733e-05
mrps26,1.1951396210064833,1.947155954700147e-05
rnf7,1.097706980315262,1.950936443780289e-05
adipoqb,2.562401827111133,1.951534367471489e-05
ppardb,1.0505388226949444,1.9520593915477192e-05
tacc2,1.0402100631406512,1.9549454516799352e-05
znf143a,1.1471171562341036,1.955123407820729e-05
si:dkeyp-110c7.4,0.5064010618422666,1.958668314620865e-05
cox4i1,1.1925369410647129,1.959971731414421e-05
bmp8a,1.461546267879357,1.9604817780241213e-05
carf,1.0319014425368045,1.9617861532250632e-05
nadkb,0.9601338222114943,1.96198788724529e-05
ENSDARG00000097185,-inf,1.966082941348624e-05
s100u,1.2906904885619532,1.968910366963178e-05
ENSDARG00000096823,-inf,1.969394896227771e-05
aanat2,1.5701625179411332,1.969715511970405e-05
cbr4,1.1980698129444922,1.970000030142598e-05
cyth4b,1.3491256847565771,1.9706286438801525e-05
mlx,1.0210051245901708,1.9761210481990743e-05
vps26a,1.0380289477608915,1.9779260370611137e-05
cnot3b,1.387554777884664,1.9792909364319397e-05
ppp3ca,1.152181805988518,1.9809708477768517e-05
si:dkey-23i12.5,1.03196181614651,1.9818171656962705e-05
slc52a2,1.089179454497052,1.984613068653754e-05
ube2a,1.193627042703934,1.986905800945551e-05
hvcn1,1.0302052137343525,1.9886726876949983e-05
cilp,1.174543315438095,1.9905372875323e-05
ENSDARG00000083266,1.6475663287653806,1.995345766180664e-05
agla,1.2185753319006647,1.995632189245524e-05
abca4a,0.9518881264362172,2.003489902212086e-05
loxl3b,1.3333622772581295,2.003571067642641e-05
ripor3,1.3202129696836815,2.004906274299913e-05
barhl1a,1.151154729626203,2.006072403993621e-05
pof1b,1.105507096413143,2.0072953218523727e-05
trappc11,1.1249274198508998,2.007833301908983e-05
zmym4.2,1.0361678950450992,2.008858264042999e-05
ddx17,0.963965759896402,2.009308881471386e-05
nqo1,0.7444072896795491,2.0129970881129496e-05
gcgb,1.2349120910968343,2.0142475200029182e-05
lhx2b,1.2525249275082684,2.0154496085717583e-05
bend4,1.1998725335137412,2.017356179982407e-05
ENSDARG00000105466,0.8876270239570029,2.0175885185461205e-05
shc1,1.2596374123836809,2.019328886981667e-05
coa3a,1.3790707983284685,2.0206142222913425e-05
ptpn12,-1.4699387110475983,2.0211946810563383e-05
wipi1,1.0179034385036652,2.0228632880758613e-05
lhcgr,1.1315525166035143,2.024531972611965e-05
ENSDARG00000102085,1.272219069454573,2.0264855113470455e-05
trarg1b,1.3857749150650922,2.02835691033702e-05
ENSDARG00000097533,0.6039559044370106,2.028636988585816e-05
tmtopsb,0.7929574014850787,2.0291627918909728e-05
ENSDARG00000093560,1.5478673301088692,2.0293426794405397e-05
si:ch73-95l15.5,0.8593948484206253,2.029531754731564e-05
slc4a4a,-0.5086193487872345,2.029875172208136e-05
vipr2,-inf,2.0302079625726524e-05
ndufs5,1.318163507346767,2.031123378125959e-05
slc1a2b,1.1814116277448825,2.0316704007097105e-05
gcat,1.1456453444239247,2.033936801829055e-05
ap4e1,1.2206187097583852,2.0364695823793004e-05
ENSDARG00000105377,2.185988181805413,2.036824515803272e-05
si:dkey-13m1.5,1.4469459142237835,2.041264745720262e-05
fzd8b,1.1455455064245608,2.042136846907581e-05
ENSDARG00000104258,0.8479863171453312,2.042302150566092e-05
atp6v0a2a,1.77753395554375,2.042662372176721e-05
ENSDARG00000081082,-3.805632358800535,2.0432811819494048e-05
ENSDARG00000043232,1.2716822441546602,2.044496279767418e-05
tgfbr1b,1.5485787890567255,2.047209431901992e-05
prkar2b,1.8123088057230965,2.0478315135447607e-05
zzef1,1.309557060603214,2.0488989858430893e-05
kcnk3b,2.566873840525997,2.0493978350563515e-05
ENSDARG00000096555,1.6324609020146046,2.049541709833181e-05
caly,-0.9115351864070892,2.0520679255906103e-05
si:ch211-14k19.8,0.9537707300227402,2.0574521175827223e-05
dnd1,-1.0773896747417406,2.059489210437216e-05
zgc:153642,1.7144965085890336,2.0597078977532213e-05
dgcr6,0.9059199124587716,2.0611942161548004e-05
sh3rf1,1.0572071832980523,2.061232462114878e-05
spns2,0.8460481035345113,2.0633878294198743e-05
rspry1,1.215498172174063,2.064072087098946e-05
gpkow,1.3891559548240344,2.0656411819905573e-05
fgfr3,1.2724854997159232,2.066690023789541e-05
KAT6B,1.1854372377742837,2.0691244707316573e-05
myh10,1.3099779006823489,2.074227236653624e-05
pdzrn4,1.5211418499978462,2.074277901546372e-05
tbc1d5,1.07035169439314,2.075266094439687e-05
alcama,1.5774294454618647,2.076713960465058e-05
pnrc2,0.7098922917111455,2.0776427837418897e-05
mxa,1.2839880100476857,2.0794723165503383e-05
hmbox1b,0.9208123243252982,2.0807715254754007e-05
pdzrn3b,1.0455529212680317,2.0829205113060373e-05
ENSDARG00000097467,1.079767993915892,2.0858244924129978e-05
slc25a11,1.1610653492731111,2.086037151520764e-05
ppifa,0.9898101441052404,2.087855695194905e-05
cntnap2b,1.6929443067660963,2.089410539997456e-05
amer2,1.2017879595290335,2.0901666655741856e-05
grcc10,1.3311599399843137,2.093025881800625e-05
h3f3b.1,1.2428263520208278,2.0939471633707312e-05
LOC100331378,1.001196354057046,2.0963644847767746e-05
ldb2b,1.4467601329182156,2.0979425200549832e-05
fam117ba,1.6895552746960587,2.098241673938116e-05
atp5fa1,1.4346986819206151,2.0988873449721224e-05
trim9,0.9093067180064182,2.099453177420532e-05
pora,1.4992424636552515,2.101940019136276e-05
ntn1b,1.8148500054217696,2.1108543939295425e-05
ENSDARG00000117774,1.0218153909968222,2.1118853193510596e-05
cltcb,1.3144834094672295,2.115818236619741e-05
bves,1.0276675430068782,2.115866492010456e-05
psma6b,1.0862385866772286,2.1165749016952724e-05
ENSDARG00000095302,1.9744252167457,2.116917500823344e-05
skia,1.459715440365908,2.117839611456129e-05
ak1,0.8452075096208516,2.11930277151128e-05
flvcr1,1.5063267923050765,2.121629253224825e-05
krt95,-1.8393737570515896,2.125643475920911e-05
hoxd11a,1.1722717323664174,2.1263189935841987e-05
rab11fip4a,1.180355770458559,2.1269525457646272e-05
ENSDARG00000098710,2.123369562745649,2.128475826406192e-05
acsl3b,1.2646397544792654,2.1311697879860054e-05
