Gene,Log2 Fold Change,p-value
prss60.2,-0.3530807314143068,0.0045068054420117
gpr174,-0.7089784723890399,0.0045084439132593
gpn3,0.6622879960524548,0.0045105097642958
ENSDARG00000096780,1.3587674754641317,0.0045151524916295
ENSDARG00000116483,-inf,0.0045173313104854
ENSDARG00000053928,-inf,0.0045184936476936
acy3.2,0.5749624333545189,0.0045187392742579
rpl15,0.5467770599785788,0.0045213951977346
cyp2k6,1.2572350627572215,0.0045281147088415
dido1,0.7190120296211602,0.0045283589385963
cdk1,1.024711550886765,0.0045307508767245
si:dkey-33m11.8,0.3749583821125458,0.0045312716985997
mir219-1,-inf,0.0045321691970338
ENSDARG00000117376,0.4048284749944019,0.0045335813209377
ENSDARG00000095442,1.799430921886447,0.0045356380397669
zgc:194209,1.7179915853070165,0.0045420347148934
ensaa,1.3084351845693285,0.0045427037408548
pi4k2b,0.7346449574003041,0.0045452481954974
prr5l,-0.5467784011837903,0.0045454283771332
dnase2,0.227762846163199,0.0045497051483019
hoxa9b,0.9154843634795184,0.0045571385658753
cacng5b,0.5552582990413479,0.0045616817051344
LOC101884091,-1.440123506956148,0.0045656731728585
si:ch211-1a19.2,0.6397585255597351,0.0045672056828264
ENSDARG00000112678,1.0563218226951878,0.0045681360139374
actr5,0.9557085193898738,0.004569465271632
ptp4a1,0.7199749006659276,0.0045708809563941
ngly1,0.7558650205472186,0.0045739661074396
vipr1a,0.7165885398156554,0.004576833602416
rsu1,0.9015637794420258,0.0045769299175611
apbb1ip,0.5820328230531009,0.0045776629292918
vps37bb,1.369340086567397,0.004579090025209
tatdn3,1.199585738163509,0.004590820762246
ENSDARG00000110797,-inf,0.0045952839853207
LOC100329459,-inf,0.0046053725002148
ENSDARG00000097813,2.222783278072369,0.0046054669229818
thumpd1,0.9160279263111054,0.0046080014294271
ankrd31,0.7779976414037556,0.0046168999087031
macf1a,0.8142386817690083,0.0046174770863185
cd2bp2,0.7210461350179443,0.0046187124432278
nbeal2,1.0688759196183109,0.0046198503216498
klf6b,0.6298896832578574,0.0046220755527381
ago4,1.3175250130997316,0.0046269873858669
kel,-0.7362643760649805,0.0046291391078783
znf319b,1.4328096963509815,0.0046342827998112
si:ch1073-396h14.1,0.536526431947186,0.0046344332848857
ENSDARG00000099215,-1.018841062942658,0.0046361452520582
ENSDARG00000117586,0.6526081687573074,0.0046404386961338
tsfm,0.8971022211322508,0.004641629023021
sp1,0.7514497628060424,0.0046433136705686
rhoac,0.6699400362122377,0.0046468687970078
taf13,0.8435652048520779,0.0046474721312705
ENSDARG00000026569,-2.5788097752725725,0.0046522809191442
spink2.6,0.4774368528925657,0.0046528531190233
sp5a,0.5636247114042646,0.0046535650255121
si:ch211-129o18.4,0.7484290731621718,0.0046559663527515
vit,1.044843976823258,0.0046574215219013
stmn2b,0.9676043688668589,0.0046657586388932
ENSDARG00000093220,-1.6582038304631497,0.0046699938099015
si:ch211-272h9.3,-inf,0.0046736572110658
kcp,0.6798231388889695,0.0046745964633318
panx2,1.116750116512378,0.0046760583941564
ENSDARG00000092282,-inf,0.0046793301380536
med7,0.866436705108381,0.0046804862648816
ENSDARG00000113016,1.6684269656544894,0.0046827867348669
ENSDARG00000095686,1.6707545303083486,0.0046876542261464
ENSDARG00000096135,1.5846322315025276,0.0046977367876956
gnaia,0.6658785536351192,0.0046993312851619
hrh3,0.6686738705066338,0.0046998392402449
LOC101884217,1.8787702030707996,0.0047005959245267
ENSDARG00000112842,1.2251230001505573,0.0047028297018552
tmtc1,0.6911009265527714,0.0047054116424072
scoca,0.7649482822992835,0.0047064382807823
slc35a1,2.0367098320395973,0.0047075746776599
ccdc32,0.7845771691496335,0.0047081102662826
hmgn7,0.716024240429297,0.0047095903270539
ccdc77,1.0665122386907837,0.0047239134265723
pnpla4,1.2591459378309136,0.0047285384862443
slc1a4,0.831710520647402,0.0047316697119381
acp6,1.242049252721275,0.0047375746091945
mir18c,-inf,0.0047418871297777
ENSDARG00000096861,0.9208043402747208,0.0047420638556862
btg3,0.626837649526206,0.0047421011147458
ifi44g,-inf,0.004751507584146
tlx1,0.995560398504998,0.0047526095138028
LOC103909533,0.7701035031469813,0.0047548414044465
ugt5b5,1.970046337156927,0.004757288403338
m17,-inf,0.0047577894965235
si:dkey-37g12.1,0.5496469299036719,0.0047643597852398
ftr58,1.2218418859356377,0.0047725891009623
mrpl49,0.8774511855324113,0.0047778776604654
sfxn3,1.3296501833826264,0.0047867874152728
si:ch73-42k18.1,1.408542797672358,0.0047876305905687
mier2,1.4940093216586567,0.0047959096806539
nampt1,1.586789309634557,0.0047966667545581
ENSDARG00000112433,-inf,0.004800567350416
sco2,1.1292293917913665,0.0048010929020727
rspo4,1.0520042160533964,0.0048013138067756
dip2cb,1.2017874496737828,0.0048077907315733
eng,1.5837115849474332,0.0048099729887966
glrx5,0.743863455926716,0.0048111995782542
gas2b,1.2848002641748812,0.0048137709151821
armc7,0.6501568011738508,0.0048139338451055
zgc:162297,0.6118963629816628,0.0048168491589908
ENSDARG00000116587,1.1532707774536717,0.0048177363842178
trappc5,0.6711936451927759,0.0048202877996195
pho,0.4396226511828742,0.0048210715896249
mrpl21,0.7076134372546227,0.0048233925801583
tacr1a,2.83036512593556,0.004835795778457
ENSDARG00000101763,-1.2706081663942863,0.0048395979365016
limd1a,1.828082377306236,0.0048462417001021
eif5b,0.6860566440757508,0.0048475638082395
pip4k2cb,2.50503229860518,0.0048521302097667
si:dkey-17e16.18,0.9510205901174172,0.0048534448902066
ctdnep1a,0.7901163476328704,0.0048619325813121
myh9b,0.7580099807401023,0.0048653372186594
pik3ca,0.5325497866543291,0.0048665987608444
nme2b.1,0.4944524521925056,0.0048697883968534
TMEM117,1.2659797405483948,0.0048706481662928
mef2ab,0.7817787675650659,0.0048781225689601
ENSDARG00000106357,-inf,0.0048788379257985
rnf180a,1.9329751977384344,0.0048799764051724
ppp2r2ab,0.8065959460495095,0.0048818415567341
meiob,0.8472550914655034,0.0048841189490793
chchd2,0.7009994574791902,0.0048871053211547
ENSDARG00000105316,1.4803162673002814,0.0048871791244664
yjefn3,1.4572645374309938,0.0048880106376082
ank1a,0.490711606283668,0.0048894867444813
trrap,1.1002636526280325,0.004890184795433
ENSDARG00000093576,-inf,0.0048902605314458
bahcc1b,0.6707167616819726,0.0048912287725929
elapor2a,1.745726889220393,0.0048921377367664
LOC110438964,-1.704904909699827,0.0048976854365615
abracl,1.0110988854466525,0.0048987651063812
her4.4,0.930316675460427,0.0048991324185455
cables2b,1.760414909491658,0.0049030515353716
or55a4,0.5345620322422037,0.0049033061777292
fsd1l,1.3197164116885876,0.0049073234203972
adamts17,1.6960950002994044,0.0049089149539571
ENSDARG00000113383,1.326751938035628,0.0049138836626044
pigs,0.9523319010306736,0.0049159033078434
sp6,1.258001421879438,0.0049178951622699
gga1,0.5417072647548496,0.0049241553272785
foxg1d,0.7372348662922059,0.0049338372270797
slc35f1,0.8661335771421569,0.0049341145471578
LOC100536458,-inf,0.0049419875727836
gpr119,2.6066913480338343,0.0049429164223475
ENSDARG00000093088,1.1067041107216329,0.0049502369450559
atxn7l3a,0.7431611571560776,0.0049518061703247
ENSDARG00000105004,0.7701701341513502,0.0049605038114789
dnajc14,0.9971367384981996,0.0049727360774844
rbpja,0.7066042707980421,0.0049795114060959
gpr137c,1.00842128896049,0.0049816609172871
rtca,-0.5691405079532041,0.0049816658450574
ENSDARG00000082290,-inf,0.0049838228923032
mast3b,0.6759255938940052,0.0049858285067486
si:dkey-16p21.8,0.6311253471947946,0.0049897429736944
or42c5,1.768524815508088,0.0049906309220098
lnpk,0.7324510360367144,0.004990634161231
ephx4,0.5443864287167252,0.0049962584777544
siva1,0.6074028339896979,0.0049965818634069
im:7151449,0.8660617989260071,0.0050032049610449
gad1b,0.2809927309832832,0.0050084049950044
arpc1a,0.6991316467864884,0.0050129127325113
plrg1,0.8584544985820787,0.005013777382589
ENSDARG00000110637,0.8961062125627282,0.005018790304435
slc2a1a,-1.751742303129766,0.0050189066315349
ENSDARG00000089831,0.6675678692094867,0.0050284246099646
baalca,2.210137510494385,0.0050312016021871
ENSDARG00000104523,-1.9867177146530883,0.0050325885790405
ENSDARG00000103425,-inf,0.0050333921553054
si:dkeyp-4c4.1,1.250265394889598,0.0050375742122431
LOC100537556,1.1599404921986398,0.0050387805652061
LOC108179093,-inf,0.0050422866997507
ENSDARG00000015607,-0.5850795350857052,0.0050425096664482
arpc5a,0.8471613490149058,0.0050468449876791
tnrc6ba,0.6515850206530533,0.0050476740445373
rab3gap1,1.1671731545731814,0.0050509991380548
tmprss4b,0.58943449876526,0.0050521930389319
arl15a,-0.5612070577141922,0.0050550024039131
ENSDARG00000111601,1.4749947623015045,0.0050637190750675
ergic1,0.7990998331703374,0.0050649566469206
thada,0.4677809770191385,0.0050684299562137
dnali1,0.7723636929631974,0.0050738452702644
si:dkey-237i9.1,1.4351634756847211,0.0050751987935908
tmed9,0.913160839602438,0.0050765965850148
LOC797032,0.8664630297103424,0.0050849910410499
KMT2D,0.9733757288540684,0.0050951855046104
gtf2h1,0.8061424421370618,0.0050952703080773
adamts8a,1.824786498461929,0.0050954349026675
insm2,1.7699060245110971,0.0050987474945526
gadd45gip1,0.7370302616062862,0.0051091323239409
creld1,1.4071357849151136,0.0051122943609319
si:dkey-216e24.9,2.076303204630589,0.0051123336639533
snx17,0.6900800045887322,0.0051125625657222
il21r.2,0.553530587905191,0.0051128132320483
cdca7a,0.9491351916321236,0.0051132979795769
zbtb7b,0.7422136976308276,0.0051190713038673
slc25a51a,1.330584785180415,0.0051196105617618
si:ch211-168f7.5,0.601568881796547,0.0051234516529987
igdcc3,0.6325342759585063,0.005131296722643
ENSDARG00000094480,1.8107914454957064,0.0051387524534662
ENSDARG00000098876,0.6716260937908494,0.0051394795170666
mfsd12a,0.9232263138549512,0.0051429236312333
adcy3b,1.6144016180384184,0.0051443433192075
tle3a,0.6301408639522716,0.0051455652497371
si:ch211-262i1.5,0.804321746077882,0.0051480369271108
kif6,1.1127005089876614,0.0051480765264947
si:ch211-160o17.6,0.6007159227691812,0.0051493956951927
isy1,0.709719636687892,0.0051513945860957
kif2c,0.6076339093826221,0.0051562733465006
mnta,0.5443489679589927,0.0051574783202138
upp1,1.996623624161048,0.0051639542461238
usp38,0.927436299420349,0.0051668454574009
igf2bp3,0.6529858968353505,0.0051669852308854
tmem81,-inf,0.005168284905723
sdc2,0.6895549783860104,0.0051730867022317
dlec1,1.094615147613099,0.005176768960133
gdf9,0.6850774140180449,0.0051768159866427
lsm14ab,0.5631055090879743,0.0051810353045438
TRAF2,2.692221841991428,0.0051877920338651
zgc:172143,0.7993467959767427,0.0051917049827941
parp16,0.7881436042031977,0.0051931140120171
jak2a,0.6703626877115314,0.0051942215755561
cept1b,0.6511478064356702,0.0051963191371412
si:ch73-109d9.3,0.5016291660766293,0.0052014953578932
ENSDARG00000110990,1.5729010685530431,0.005206772889947
commd9,0.8207640947195678,0.0052086070652813
met,0.5390514686714193,0.005210761861517
bicra,0.713077620753855,0.0052120733584064
cpne9,0.7655089435329081,0.0052124438877766
clasrp,0.598670197921158,0.0052129622351742
ENSDARG00000097577,1.6360632274432665,0.0052159073708414
ncbp3,0.6262551971185351,0.0052176062858977
dpm3,0.6557083329751382,0.0052187491554943
hacd4,1.2230804342003931,0.0052188562948444
si:ch211-114l13.12,1.6808130015784597,0.0052266460746368
ttc3,0.5002176139988128,0.0052285389999523
h2az2a,0.9148384557722572,0.0052308258692556
selenok,0.8278495645207086,0.005234162165304
ftr26,2.020767712647604,0.0052390411179731
ENSDARG00000097833,-0.5734945200100943,0.0052432788136181
cyp2k8,0.7351272074740871,0.0052442943513389
thsd7bb,0.805450425133064,0.0052471601413464
ktn1,0.6861478719519478,0.0052481208702911
smpd2b,0.6951449194609773,0.0052516934186578
utp6,0.5753329895500201,0.0052580660075126
hoxb6a,0.8879094811124717,0.0052592920574742
mtss1la,1.1194921342288793,0.0052664954970282
sf3b4,1.0243824222737243,0.0052685921557515
ENSDARG00000111942,2.639531950041563,0.0052696860506473
znf451,0.4009723765088545,0.0052718197979585
ENSDARG00000096383,1.24927412853208,0.0052778748893041
ENSDARG00000095680,0.9695298813570048,0.0052780404542651
rangap1a,0.5509727160275368,0.0052832499263334
eif2s2,0.6324007433750473,0.0052841506392123
klf5b,1.7975301954881435,0.0052894512232813
pex1,0.7534899988539793,0.0052909313813425
cxcl19,0.8495945718418525,0.005295414074316
si:dkey-90l23.2,0.6811304201656807,0.0052994979276381
cyp2aa8,0.7409724004009264,0.0053004394404775
NHS,0.8106128570217944,0.0053033660233441
lcmt2,1.082112724315891,0.0053045460191181
si:dkey-260c8.6,0.9067945154557694,0.0053059455136577
ppp1r42,1.3393491725895197,0.0053075088623886
ENSDARG00000092040,-1.4336111744758346,0.00530808936947
lrrc71,1.5627199018102738,0.0053165943401059
si:ch211-107p11.3,0.9982346592606096,0.0053170863181697
mrpl17,0.7335264175886876,0.0053179790569307
thoc7,0.7792962889621758,0.0053223448899129
pi4kaa,0.8198489602500323,0.0053281124851074
prmt2,0.728070954742383,0.0053347215182962
ENSDARG00000088906,0.529092567759872,0.0053373985843014
ENSDARG00000105797,0.4685011985297517,0.005354243666759
znf16l,0.689126899136619,0.0053554717790583
ewsr1a,0.9625730717458812,0.0053579835161036
znf1059,0.7120352024738262,0.0053607461040909
rbm14a,0.8447734893078319,0.005362476472227
ark2cb,1.764121292344776,0.005368689594657
wdr62,0.772640035092046,0.0053722722037569
oprl1,0.5462482476980528,0.0053723703259975
ighmbp2,0.7688372115230792,0.0053755263907902
ENSDARG00000109368,2.437012158746799,0.0053762301250495
ENSDARG00000098095,2.356683433971132,0.0053807794703207
ENSDARG00000109826,0.9565689544475802,0.0053839584433715
si:ch73-52e5.2,0.5697302574540901,0.0053892480220682
tfap4,0.8102747078112555,0.0053916829840298
nxt2,0.8487599028826129,0.0053975287206226
ENSDARG00000096593,-inf,0.005399806876947
ccdc51,0.6966739079758395,0.0054046630002511
admp,0.5952884094356925,0.0054086083216915
si:ch73-15b2.5,0.8632205072760892,0.0054109640351692
arvcfa,0.986623717215783,0.0054127843443434
prdm10,0.8479342644902688,0.0054138445820158
ENSDARG00000104195,-inf,0.0054150438007005
ENSDARG00000102265,1.2750304960544443,0.0054199505664995
si:ch211-167j6.3,-1.2492463332942327,0.0054215447413374
ENSDARG00000079519,-2.105466765688208,0.0054215998364871
polr3k,0.8755901627225301,0.0054267533569853
trpc2b,1.4789963472519505,0.0054285385568548
hps3,0.8419011193145649,0.0054356903278014
si:dkey-117a8.1,1.8924949621765683,0.0054393156441403
ikbkb,0.793643929884576,0.0054463809676929
mib1,0.6635756605171458,0.005447031717121
tfap2c,0.8195849876090646,0.0054525653754941
ptger1a,0.8722538232996179,0.0054554339574098
ENSDARG00000007864,-inf,0.0054566495160145
ccl39.1,1.442124749144642,0.0054573240902747
gemin6,0.7066386793080517,0.0054573421819408
si:ch211-198p11.6,0.6883114232135453,0.0054597545651333
slc43a2b,0.551524135140835,0.0054723642870088
panx1a,1.0628128788109694,0.0054735006853782
ENSDARG00000103625,-inf,0.0054737278699572
zgc:114130,0.6127409739474807,0.005480093742664
pstpip2,-0.998753533361832,0.0054814141243424
dctn1a,0.8446412762605621,0.0054869157204252
ENSDARG00000117565,1.3163844933498976,0.0054909313951669
ENSDARG00000096632,0.5920510289449076,0.0054920948350762
ENSDARG00000099248,-inf,0.0054934336523959
lmx1al,2.017453565995243,0.0054981313606686
eed,0.7420010010191842,0.0054991378801728
ENSDARG00000095829,-1.7268369959827163,0.005504254271338
her4.3,0.9256434147563076,0.0055048880013436
ND5,0.7077096388195211,0.0055054804359999
ms4a17a.5,0.8306720303060823,0.0055066428418912
ddx39aa,0.855855292077274,0.0055087993064049
trnQ,0.7154076825578641,0.0055120016447098
si:dkeyp-46h3.3,0.7838108628401642,0.0055121622105889
ENSDARG00000092896,1.3809022318246769,0.005514499331375
ENSDARG00000095596,0.8037103503975093,0.0055163295010503
mocs1,1.3395773638911217,0.0055180539008254
kcnk15,1.1417164483459663,0.0055284159654965
adam19b,0.6240590674615266,0.005536073845377
ftr51,0.5482835205024909,0.0055371516496428
brd8b,0.5127569152297834,0.0055379214851578
ENSDARG00000101720,-1.7426694793577604,0.0055414227221872
poldip3,0.756971064435308,0.0055427789219056
si:ch73-280o22.2,0.7645288745814514,0.0055460992017728
slc38a6,0.7699390130792525,0.0055497501372808
mapre3b,0.5858306134112963,0.0055561000338521
si:ch211-125e6.12,0.5021598117882363,0.0055584994566546
ccdc90b,0.6970759789797558,0.0055595137664301
ENSDARG00000101469,0.9952037146375357,0.0055601037079487
txndc12,0.5579351753398754,0.0055683459357313
LOC100334158,2.0117165701163557,0.0055700538609504
ccndbp1,0.6186351346673992,0.0055706803529631
pdhx,0.4073997256646466,0.0055725785028806
b3galt8,0.5255070697244999,0.0055756354122945
ENSDARG00000098082,1.628059357328763,0.0055838378127927
ENSDARG00000096839,0.9354513543835706,0.0055848392440859
ENSDARG00000105625,0.9565973062579805,0.0055864108638262
ENSDARG00000080188,-1.236192989556168,0.0055872823216073
sp8a,0.6550033956194595,0.0055882556649437
bod1l1,0.9005276057355411,0.0055883514845129
ENSDARG00000094279,0.9363506574427898,0.0056001503575785
ENSDARG00000114741,0.9835515615912368,0.0056038455685967
pnocb,0.612590227369886,0.0056039847759335
ENSDARG00000097265,-inf,0.005604762467043
slc24a4b,0.7799125370262877,0.0056059595781951
si:ch211-12h2.6,0.6274994781542671,0.0056064389684099
trim108,0.6818238829804345,0.0056082597982626
pdia6,0.9207118603919628,0.0056087796670031
ppm1f,1.4825490469140767,0.0056094992351554
ENSDARG00000104867,-inf,0.0056134850476167
snrpc,0.8710649610862115,0.0056135307761319
si:ch211-236p5.2,0.4804134330185634,0.0056139251833952
Vault,1.167708424654213,0.0056248789138659
mamdc2a,1.2373146467446852,0.0056280238853513
esco1,0.6177944280497765,0.005629686651388
ENSDARG00000117795,1.42674343896605,0.0056456659615856
cilp2,0.4982075153628777,0.0056521880944633
ENSDARG00000071864,3.9538985219070377,0.0056553236920848
tmem41b,-0.4664573508896854,0.0056641791671466
ENSDARG00000112375,-1.128619852402105,0.0056674750018098
si:dkey-219e21.4,1.2757584465503071,0.0056735972810316
mir7146,2.3657070672557308,0.0056774313936323
dnmt3ba,0.8470577512502384,0.0056869438005817
taf10,0.8726224493194226,0.0056905602091861
ENSDARG00000092443,2.253656054243878,0.0056908012298394
ankrd45,1.08433446011436,0.0056934522986169
pygo1,1.161007843404586,0.0056969398863196
guca1d,0.9822813822363942,0.0056994377664153
arih1,0.5083995580283569,0.005707521027663
LOC110438071,-inf,0.0057100463024799
otud3,0.5229386381043536,0.0057116232498951
ENSDARG00000100434,-1.0780164460549346,0.0057293536943666
si:dkey-19a16.12,-1.348015954108032,0.0057405591392724
neil3,1.0559980439383847,0.0057469934739057
pot1,0.5891771274186665,0.0057617241176671
lpar5a,1.5554573895763295,0.0057650973641367
chpfb,0.8217583210372986,0.0057656082889302
marf1,0.7065320730298996,0.0057661832411644
ctcf,0.705440705363979,0.0057734049670925
adgrf3b,0.4138356697290528,0.0057748093000791
MYO19,0.8535503376504463,0.0057847783366703
fkbp14,0.7889743301099921,0.0057877710023903
cyp2aa12,-0.7164303894346553,0.0057951147551558
myof,1.0038311045824686,0.0058005956512296
pygb,0.7444417336499523,0.0058032768019503
gnpat,1.4795356424699473,0.0058067966506774
fbxl8,-0.8714466088366852,0.0058072472028176
ankrd66,2.1238872991245863,0.0058082680304516
mllt10,0.5188633008090503,0.0058095455915222
tial1,0.7759067271717354,0.0058120673065365
nup50,0.7460575987440312,0.0058173715535346
slc5a10,1.0541125343874846,0.0058188176985735
si:ch211-150o23.2,0.5902369656209162,0.0058194329968551
ENSDARG00000115642,3.1303221133195565,0.0058250304973922
adnp2b,0.7904804784110269,0.0058283638704138
dlk2,-inf,0.0058308863548988
cep57l1,0.8041199333725428,0.0058407304037265
ENSDARG00000099293,-1.5200220131805275,0.005842569695159
wapla,0.6989611223522665,0.00584359657156
b3galt1a,1.846543898727852,0.005843705999208
ENSDARG00000104742,0.5979175169308909,0.0058470286982242
sdhb,0.5143600222093755,0.0058531085383764
ENSDARG00000116752,-inf,0.0058560621058269
mtnr1bb,1.2912161289407766,0.0058565980893608
ENSDARG00000100605,1.0178374380343769,0.0058610265163249
cradd,1.4401952534623843,0.0058752435740858
ENSDARG00000096518,1.546167373045858,0.0058758511347381
prdm14,1.116567241323317,0.0058768835389817
hcst,1.8354798599345756,0.0058776483285311
muc13a,1.1673973097751031,0.0058809247847037
ei24,0.5456935100636858,0.0058821831441905
wdr82,0.8390183363533323,0.0058857325071267
rbmx,0.6991253887191087,0.0059007208160856
bloc1s2,0.7747924333705651,0.0059008987222761
vsx2,0.9071327579279618,0.0059009496155557
amfrb,0.4237041402901554,0.0059055226099778
akna,0.7551213339212662,0.0059075219455086
gm2a,0.5848966054881571,0.005911666124594
zgc:113030,0.6620304950716013,0.0059144973972955
olfcg2,0.724594339030378,0.0059251780363733
lrtm2b,2.078605307515656,0.0059256494141679
cped1,0.9661988847426526,0.0059275043804689
noto,0.4550240255086886,0.0059277792358326
rhd,1.030812394326284,0.0059307191517679
ENSDARG00000117524,0.7728431457187865,0.0059308950860355
lrig3,2.214276436645141,0.0059338499606941
faimb,0.4882853021062621,0.0059365564824666
ptp4a3b,0.5768549805778947,0.0059376187973215
zgc:193711,0.5531452634078995,0.0059380080958602
lrata,0.9677082141905252,0.0059413734637946
bcl6ab,0.8282140430627405,0.0059414032900145
tiprl,0.6304392283077379,0.0059513446971207
zbtb8b,0.6901628562003211,0.0059539553882232
si:ch211-214e3.5,0.7135262861302766,0.005958233571238
ndufa2,0.5946405333838458,0.0059601458239329
pif1,0.9925845098979954,0.0059615944250721
ENSDARG00000094943,0.9990212337502916,0.0059647633261876
csde1,0.5444141695667065,0.0059671412834741
ppox,1.0761921727001722,0.0059672588660772
lpgat1,0.5496844101185979,0.0059704258298253
cnrip1b,1.0845773854762724,0.0059720292635803
snx30,0.6804558272735319,0.0059744116773121
cimip5,1.1219892559296334,0.0059773791773989
fam114a2,0.6013316296414319,0.0059845277949454
ENSDARG00000094764,0.501926639667999,0.0059906924923688
ENSDARG00000105193,1.2213229727931545,0.0059914684629176
txnrd2.2,0.7801570220332127,0.0059941010882473
senp1,0.6701419440740799,0.0059973470550674
dnmt3bb.3,0.7981040668785868,0.0059974101395659
ENSDARG00000100769,0.7305808985162832,0.0060028977821443
ftr87,1.2650671593662015,0.006010854989746
ENSDARG00000100450,0.7756084262244061,0.0060170578433101
zgc:173544,0.6474696246155399,0.0060219013869399
sephs1,0.9440296371599632,0.0060228874577727
cnot4a,1.1398841651103038,0.006022906461769
clcn7,0.4529952859174455,0.0060236914655109
or42b1,1.0851628565963447,0.0060255301840367
ENSDARG00000097978,1.8110585316361016,0.0060277416226136
ENSDARG00000093532,3.152299850641728,0.006033992167959
veph1,1.862813549675764,0.0060340007867929
tmem67,0.7150224662243524,0.0060358934471878
ENSDARG00000117507,0.7600640676243032,0.0060394954464391
celsr3,0.8070638444534762,0.0060485600324034
kdelr2b,0.8203365742747204,0.0060547622554444
ENSDARG00000095850,-inf,0.0060580653452589
acss1,0.4928973532319786,0.0060592600113582
ENSDARG00000117242,0.644121985184551,0.0060604151408062
ENSDARG00000109228,1.3601602153853918,0.0060620066774733
dnlz,0.6570782623828544,0.0060738264368182
wu:fa19b12,0.5214040912059672,0.006080063302086
cd40lg,1.589541246091917,0.006081668731057
h2ax1,0.7849500221608511,0.0060859057440321
ENSDARG00000105069,0.7028011259796979,0.0060920388743956
ENSDARG00000117410,1.5681028738435137,0.0060964629128388
ythdc1,0.5310360911169612,0.0061015144583693
ruvbl1,0.8185974565921005,0.0061086949155168
slc35d1a,0.8842540116649337,0.0061132080271987
PTK2,0.5992601966374849,0.00611398468526
b4galt2,1.7135385100340967,0.0061159018709988
LOC100332822,-1.014877815800711,0.0061184342872571
lpcat4,0.5338913547659647,0.0061246099318783
smad3b,1.0333011226880864,0.0061262811077053
si:ch211-195m9.3,0.8930553411622297,0.0061344586825787
cd164,0.6809949579367406,0.0061387977856476
dhx16,0.6590126198540361,0.0061397360234307
abl2,0.9685240664396572,0.0061417148365091
akap1a,0.9068476747959492,0.0061447691432167
LOC567816,1.9611526857081347,0.0061509284193407
s100v1,0.7630612817192243,0.0061537864087275
ly86,0.404240874495511,0.006155188736474
ENSDARG00000105448,0.5054712724037689,0.0061569437562598
ENSDARG00000097087,-inf,0.0061577351849401
si:ch211-220f16.1,1.4311696084099796,0.0061596901475141
mocs3,0.6746540668848985,0.0061678831291174
ydjc,2.119151942461861,0.0061716564265474
cldn10c,1.136812890595542,0.006194623873591
znf1067,0.82825643787708,0.0062024621648387
srsf2b,0.6568263918884808,0.0062031549943828
rps15a,0.5159311787935227,0.006204395025009
si:ch211-281l24.3,0.7933510783375056,0.0062117277434252
or91a1,1.5243407674464222,0.0062121018427531
dhodh,0.7079133929962201,0.0062167543977204
cdc23,0.6565623209923469,0.0062200157009886
large1,2.108769057310635,0.0062208394831925
nars2,0.9937541654448808,0.0062330350350209
LOC110439557,0.9737697652848822,0.0062357943237586
anapc10,1.0136178943173,0.0062373705167514
ENSDARG00000114424,-1.186317783882317,0.0062392131804728
sox11a,0.8646374322101679,0.0062475111559108
sptlc2b,0.5012296424929007,0.0062519817867728
hcfc2,0.7684051826658622,0.0062559101585171
LOC108191316,1.791335426677557,0.0062592767848283
eif4e2,0.6143826895847788,0.0062612085336401
dgcr8,0.6212395463831867,0.0062616055527037
pdhb,0.6872407266463543,0.0062634009143522
si:ch73-54f23.2,0.6469410210381685,0.0062664815894548
si:busm1-105l16.2,0.5941062225725767,0.0062734632957521
ehmt2,0.8411344494203548,0.0062745503636681
pofut1,1.6945082607902586,0.0062807761769958
taar19o,-inf,0.0062817301349171
ENSDARG00000092179,0.6929828501656664,0.0062845249597202
ENSDARG00000113738,-0.8656742292000337,0.0062846292001008
ENSDARG00000100424,2.439956273122545,0.0062861543117133
ENSDARG00000095179,0.7340773679856387,0.0062898066429087
epha4a,0.4104493172339881,0.0062906012956333
paxip1,0.7260250540942719,0.0062928779412507
fuca1.1,0.4587552202347994,0.0062967415033756
adsl,0.7682131363174554,0.0062978334469367
tesk2,0.4381224237318084,0.006301223295836
LOC108179061,0.7200195980744039,0.0063052911343588
polr2g,0.7740350614500341,0.0063152068886133
sf3a1,0.8353043746066094,0.0063232156842764
hrob,-0.709713675044307,0.0063291860493358
ENSDARG00000098691,0.6146482204763547,0.0063363067135625
parn,0.7999142863319822,0.0063380249461049
ENSDARG00000117257,0.7926559441336712,0.0063392469194711
ENSDARG00000096833,1.1995053648097638,0.0063409055139661
ENSDARG00000105373,0.4248810793000018,0.0063413491559878
LOC101883708,0.5235293584043506,0.00634338194227
ENSDARG00000098030,0.9412438768828928,0.0063450393037903
cfi,0.588561471469128,0.0063471330329981
pdss1,0.9016401205118508,0.0063502617940459
ENSDARG00000117713,1.0784194943894072,0.0063529794504381
arf4b,1.429138997557688,0.0063567915727173
LOC567498,-inf,0.0063610857000556
LOC108179106,1.1372300545765517,0.0063614205393228
tmem218,0.6732679111385816,0.0063639984085214
plagx,0.5953188061916055,0.0063642442254346
pard6gb,0.755883373937349,0.0063682903216606
si:dkey-246i21.1,0.673868468155413,0.0063759086132266
wdr48b,0.9669288283291833,0.0063824347003693
zgc:171772,0.409723594536297,0.0063828621534293
slc6a16b,1.0591592843401385,0.0063834755563978
lcp1,0.563532579329261,0.0063878927952055
glt8d2,0.940027448195344,0.0063905611468381
ENSDARG00000102946,1.6514685797399382,0.0063925979405214
ENSDARG00000097701,1.236982358045197,0.0063977077693995
